# x_m,y_m,w_tr_right_m,w_tr_left_m
6.1730,-0.8973,0.6758,0.6758
6.1622,-0.8865,0.6638,0.6638
6.1622,-0.8757,0.6626,0.6626
6.1622,-0.8649,0.6617,0.6617
6.1622,-0.8541,0.6609,0.6609
6.1622,-0.8432,0.6603,0.6603
6.1622,-0.8324,0.6598,0.6598
6.1622,-0.8216,0.6595,0.6595
6.1514,-0.8108,0.6486,0.6486
6.1514,-0.8000,0.6486,0.6486
6.1514,-0.7892,0.6486,0.6486
6.1514,-0.7784,0.6486,0.6486
6.1514,-0.7676,0.6486,0.6486
6.1514,-0.7568,0.6486,0.6486
6.1514,-0.7459,0.6486,0.6486
6.1514,-0.7351,0.6486,0.6486
6.1514,-0.7243,0.6486,0.6486
6.1514,-0.7135,0.6486,0.6486
6.1514,-0.7027,0.6486,0.6486
6.1514,-0.6919,0.6486,0.6486
6.1514,-0.6811,0.6486,0.6486
6.1514,-0.6703,0.6486,0.6486
6.1514,-0.6595,0.6486,0.6486
6.1514,-0.6486,0.6486,0.6486
6.1514,-0.6378,0.6486,0.6486
6.1514,-0.6270,0.6486,0.6486
6.1514,-0.6162,0.6487,0.6487
6.1514,-0.6054,0.6490,0.6490
6.1514,-0.5946,0.6495,0.6495
6.1514,-0.5838,0.6501,0.6501
6.1514,-0.5730,0.6509,0.6509
6.1514,-0.5622,0.6519,0.6519
6.1514,-0.5514,0.6530,0.6530
6.1514,-0.5405,0.6544,0.6544
6.1514,-0.5297,0.6559,0.6559
6.1514,-0.5189,0.6576,0.6576
6.1514,-0.5081,0.6595,0.6595
6.1514,-0.4973,0.6595,0.6595
6.1514,-0.4865,0.6576,0.6576
6.1514,-0.4757,0.6559,0.6559
6.1514,-0.4649,0.6544,0.6544
6.1514,-0.4541,0.6530,0.6530
6.1514,-0.4432,0.6519,0.6519
6.1514,-0.4324,0.6509,0.6509
6.1514,-0.4216,0.6501,0.6501
6.1514,-0.4108,0.6495,0.6495
6.1514,-0.4000,0.6490,0.6490
6.1514,-0.3892,0.6487,0.6487
6.1514,-0.3784,0.6486,0.6486
6.1514,-0.3676,0.6486,0.6486
6.1514,-0.3568,0.6486,0.6486
6.1514,-0.3459,0.6486,0.6486
6.1514,-0.3351,0.6486,0.6486
6.1514,-0.3243,0.6486,0.6486
6.1514,-0.3135,0.6486,0.6486
6.1514,-0.3027,0.6486,0.6486
6.1514,-0.2919,0.6486,0.6486
6.1514,-0.2811,0.6486,0.6486
6.1514,-0.2703,0.6486,0.6486
6.1514,-0.2595,0.6486,0.6486
6.1514,-0.2486,0.6486,0.6486
6.1514,-0.2378,0.6486,0.6486
6.1514,-0.2270,0.6486,0.6486
6.1405,-0.2162,0.6595,0.6595
6.1405,-0.2054,0.6595,0.6595
6.1405,-0.1946,0.6595,0.6595
6.1405,-0.1838,0.6595,0.6595
6.1405,-0.1730,0.6595,0.6595
6.1405,-0.1622,0.6595,0.6595
6.1405,-0.1514,0.6595,0.6595
6.1405,-0.1405,0.6598,0.6598
6.1297,-0.1297,0.6706,0.6706
6.1297,-0.1189,0.6704,0.6704
6.1297,-0.1081,0.6703,0.6703
6.1297,-0.0973,0.6703,0.6703
6.1297,-0.0865,0.6703,0.6703
6.1297,-0.0757,0.6704,0.6704
6.1297,-0.0649,0.6706,0.6706
6.1189,-0.0541,0.6819,0.6819
6.1189,-0.0432,0.6825,0.6825
6.1189,-0.0324,0.6832,0.6832
6.1189,-0.0216,0.6842,0.6842
6.1189,-0.0108,0.6853,0.6853
6.1081,0.0000,0.6973,0.6973
6.1081,0.0108,0.6987,0.6987
6.1081,0.0216,0.7003,0.7003
6.1081,0.0324,0.7020,0.7020
6.0973,0.0432,0.7135,0.7135
6.0973,0.0541,0.7135,0.7135
6.0973,0.0649,0.7136,0.7136
6.0865,0.0757,0.7246,0.7246
6.0865,0.0865,0.7251,0.7251
6.0865,0.0973,0.7256,0.7256
6.0865,0.1081,0.7263,0.7263
6.0757,0.1189,0.7380,0.7380
6.0757,0.1297,0.7390,0.7390
6.0757,0.1405,0.7402,0.7402
6.0757,0.1514,0.7415,0.7415
6.0649,0.1622,0.7537,0.7537
6.0649,0.1730,0.7554,0.7554
6.0649,0.1838,0.7571,0.7571
6.0541,0.1946,0.7676,0.7676
6.0541,0.2054,0.7676,0.7676
6.0541,0.2162,0.7676,0.7676
6.0541,0.2270,0.7676,0.7676
6.0541,0.2378,0.7676,0.7676
6.0541,0.2486,0.7676,0.7676
6.0541,0.2595,0.7676,0.7676
6.0541,0.2703,0.7676,0.7676
6.0541,0.2811,0.7676,0.7676
6.0541,0.2919,0.7676,0.7676
6.0541,0.3027,0.7676,0.7676
6.0541,0.3135,0.7676,0.7676
6.0541,0.3243,0.7676,0.7676
6.0541,0.3351,0.7676,0.7676
6.0541,0.3459,0.7676,0.7676
6.0432,0.3568,0.7568,0.7568
6.0432,0.3676,0.7568,0.7568
6.0432,0.3784,0.7568,0.7568
6.0432,0.3892,0.7568,0.7568
6.0432,0.4000,0.7568,0.7568
6.0432,0.4108,0.7554,0.7554
6.0541,0.4216,0.7644,0.7644
6.0541,0.4324,0.7630,0.7630
6.0541,0.4432,0.7617,0.7617
6.0541,0.4541,0.7605,0.7605
6.0541,0.4649,0.7595,0.7595
6.0541,0.4757,0.7587,0.7587
6.0432,0.4865,0.7472,0.7472
6.0432,0.4973,0.7467,0.7467
6.0432,0.5081,0.7463,0.7463
6.0432,0.5189,0.7460,0.7460
6.0432,0.5297,0.7459,0.7459
6.0432,0.5405,0.7459,0.7459
6.0432,0.5514,0.7459,0.7459
6.0432,0.5622,0.7459,0.7459
6.0324,0.5730,0.7351,0.7351
6.0324,0.5838,0.7351,0.7351
6.0324,0.5946,0.7351,0.7351
6.0324,0.6054,0.7351,0.7351
6.0324,0.6162,0.7351,0.7351
6.0216,0.6270,0.7243,0.7243
6.0216,0.6378,0.7243,0.7243
6.0216,0.6486,0.7243,0.7243
6.0216,0.6595,0.7243,0.7243
6.0216,0.6703,0.7243,0.7243
6.0108,0.6811,0.7135,0.7135
6.0108,0.6919,0.7135,0.7135
6.0108,0.7027,0.7135,0.7135
6.0108,0.7135,0.7135,0.7135
6.0108,0.7243,0.7135,0.7135
6.0108,0.7351,0.7135,0.7135
6.0000,0.7459,0.7027,0.7027
6.0000,0.7568,0.7027,0.7027
6.0000,0.7676,0.7027,0.7027
5.9892,0.7784,0.6919,0.6919
5.9892,0.7892,0.6919,0.6919
5.9892,0.8000,0.6919,0.6919
5.9784,0.8108,0.6811,0.6811
5.9784,0.8216,0.6811,0.6811
5.9784,0.8324,0.6811,0.6811
5.9784,0.8432,0.6811,0.6811
5.9676,0.8541,0.6703,0.6703
5.9676,0.8649,0.6703,0.6703
5.9676,0.8757,0.6703,0.6703
5.9568,0.8865,0.6595,0.6595
5.9568,0.8973,0.6595,0.6595
5.9568,0.9081,0.6595,0.6595
5.9568,0.9189,0.6595,0.6595
5.9459,0.9297,0.6486,0.6486
5.9459,0.9405,0.6486,0.6486
5.9459,0.9514,0.6486,0.6486
5.9459,0.9622,0.6486,0.6486
5.9459,0.9730,0.6486,0.6486
5.9351,0.9838,0.6378,0.6378
5.9351,0.9946,0.6378,0.6378
5.9351,1.0054,0.6378,0.6378
5.9351,1.0162,0.6378,0.6378
5.9243,1.0270,0.6270,0.6270
5.9243,1.0378,0.6270,0.6270
5.9243,1.0486,0.6256,0.6256
5.9243,1.0595,0.6239,0.6239
5.9135,1.0703,0.6116,0.6116
5.9135,1.0811,0.6101,0.6101
5.9135,1.0919,0.6089,0.6089
5.9135,1.1027,0.6078,0.6078
5.9135,1.1135,0.6069,0.6069
5.9135,1.1243,0.6063,0.6063
5.9027,1.1351,0.5950,0.5950
5.9027,1.1459,0.5947,0.5947
5.9027,1.1568,0.5946,0.5946
5.9027,1.1676,0.5946,0.5946
5.9027,1.1784,0.5946,0.5946
5.8919,1.1892,0.5838,0.5838
5.8919,1.2000,0.5838,0.5838
5.8919,1.2108,0.5838,0.5838
5.8919,1.2216,0.5838,0.5838
5.8919,1.2324,0.5838,0.5838
5.8919,1.2432,0.5838,0.5838
5.8811,1.2541,0.5730,0.5730
5.8811,1.2649,0.5730,0.5730
5.8811,1.2757,0.5730,0.5730
5.8811,1.2865,0.5730,0.5730
5.8811,1.2973,0.5730,0.5730
5.8811,1.3081,0.5730,0.5730
5.8703,1.3189,0.5622,0.5622
5.8703,1.3297,0.5622,0.5622
5.8703,1.3405,0.5622,0.5622
5.8703,1.3514,0.5622,0.5622
5.8703,1.3622,0.5622,0.5622
5.8703,1.3730,0.5622,0.5622
5.8703,1.3838,0.5622,0.5622
5.8595,1.3946,0.5514,0.5514
5.8595,1.4054,0.5514,0.5514
5.8595,1.4162,0.5514,0.5514
5.8486,1.4270,0.5405,0.5405
5.8486,1.4378,0.5406,0.5406
5.8486,1.4486,0.5410,0.5410
5.8378,1.4595,0.5307,0.5307
5.8378,1.4703,0.5315,0.5315
5.8378,1.4811,0.5325,0.5325
5.8270,1.4919,0.5230,0.5230
5.8270,1.5027,0.5244,0.5244
5.8162,1.5135,0.5154,0.5154
5.8162,1.5243,0.5173,0.5173
5.8162,1.5351,0.5195,0.5195
5.8054,1.5459,0.5113,0.5113
5.8054,1.5568,0.5139,0.5139
5.7946,1.5676,0.5064,0.5064
5.7946,1.5784,0.5095,0.5095
5.7838,1.5892,0.5026,0.5026
5.7838,1.6000,0.5061,0.5061
5.7730,1.6108,0.4999,0.4999
5.7730,1.6216,0.5040,0.5040
5.7622,1.6324,0.4984,0.4984
5.7514,1.6432,0.4932,0.4932
5.7405,1.6541,0.4884,0.4884
5.7297,1.6649,0.4841,0.4841
5.7297,1.6757,0.4895,0.4895
5.7189,1.6865,0.4859,0.4859
5.7081,1.6973,0.4827,0.4827
5.6973,1.7081,0.4801,0.4801
5.6973,1.7189,0.4865,0.4865
5.6865,1.7297,0.4846,0.4846
5.6757,1.7405,0.4831,0.4831
5.6649,1.7514,0.4821,0.4821
5.6541,1.7622,0.4817,0.4817
5.6541,1.7730,0.4831,0.4831
5.6432,1.7838,0.4846,0.4846
5.6324,1.7946,0.4865,0.4865
5.6216,1.8054,0.4889,0.4889
5.6108,1.8162,0.4914,0.4914
5.6000,1.8270,0.4930,0.4930
5.6000,1.8378,0.4895,0.4895
5.5892,1.8486,0.4935,0.4935
5.5784,1.8595,0.4980,0.4980
5.5676,1.8703,0.5029,0.5029
5.5568,1.8703,0.5043,0.5043
5.5459,1.8811,0.5082,0.5082
5.5459,1.8919,0.5127,0.5127
5.5351,1.9027,0.5181,0.5181
5.5243,1.9135,0.5240,0.5240
5.5135,1.9243,0.5302,0.5302
5.5027,1.9351,0.5367,0.5367
5.4919,1.9459,0.5423,0.5423
5.4811,1.9568,0.5481,0.5481
5.4703,1.9676,0.5542,0.5542
5.4595,1.9784,0.5607,0.5607
5.4486,1.9892,0.5675,0.5675
5.4378,1.9892,0.5643,0.5643
5.4270,2.0000,0.5709,0.5709
5.4162,2.0108,0.5778,0.5778
5.4054,2.0108,0.5747,0.5747
5.3946,2.0216,0.5822,0.5822
5.3838,2.0324,0.5900,0.5900
5.3730,2.0324,0.5875,0.5875
5.3622,2.0432,0.5955,0.5955
5.3514,2.0432,0.5926,0.5926
5.3405,2.0541,0.6005,0.6005
5.3297,2.0649,0.6086,0.6086
5.3189,2.0649,0.6064,0.6064
5.3081,2.0757,0.6150,0.6150
5.2973,2.0865,0.6239,0.6239
5.2865,2.0865,0.6223,0.6223
5.2757,2.0973,0.6316,0.6316
5.2649,2.0973,0.6304,0.6304
5.2541,2.1081,0.6401,0.6401
5.2432,2.1081,0.6393,0.6393
5.2324,2.1081,0.6387,0.6387
5.2216,2.1081,0.6382,0.6382
5.2108,2.1081,0.6379,0.6379
5.2000,2.1081,0.6378,0.6378
5.1892,2.1081,0.6378,0.6378
5.1784,2.1081,0.6378,0.6378
5.1676,2.1081,0.6378,0.6378
5.1568,2.1081,0.6378,0.6378
5.1459,2.1081,0.6378,0.6378
5.1351,2.1081,0.6378,0.6378
5.1243,2.1081,0.6378,0.6378
5.1135,2.1081,0.6378,0.6378
5.1027,2.1081,0.6378,0.6378
5.0919,2.1081,0.6378,0.6378
5.0811,2.1081,0.6378,0.6378
5.0703,2.1081,0.6378,0.6378
5.0595,2.1081,0.6378,0.6378
5.0486,2.1081,0.6378,0.6378
5.0378,2.1081,0.6378,0.6378
5.0270,2.1081,0.6378,0.6378
5.0162,2.1081,0.6378,0.6378
5.0054,2.1081,0.6378,0.6378
4.9946,2.1081,0.6378,0.6378
4.9838,2.1081,0.6378,0.6378
4.9730,2.1081,0.6378,0.6378
4.9622,2.1081,0.6378,0.6378
4.9514,2.1081,0.6378,0.6378
4.9405,2.1081,0.6378,0.6378
4.9297,2.1081,0.6378,0.6378
4.9189,2.1081,0.6378,0.6378
4.9081,2.1081,0.6378,0.6378
4.8973,2.1081,0.6378,0.6378
4.8865,2.1081,0.6378,0.6378
4.8757,2.1081,0.6378,0.6378
4.8649,2.1081,0.6378,0.6378
4.8541,2.1081,0.6378,0.6378
4.8432,2.1081,0.6378,0.6378
4.8324,2.1081,0.6378,0.6378
4.8216,2.1081,0.6378,0.6378
4.8108,2.1081,0.6378,0.6378
4.8000,2.1081,0.6378,0.6378
4.7892,2.0973,0.6270,0.6270
4.7784,2.0973,0.6270,0.6270
4.7676,2.0973,0.6270,0.6270
4.7568,2.0973,0.6270,0.6270
4.7459,2.0973,0.6270,0.6270
4.7351,2.0973,0.6270,0.6270
4.7243,2.0973,0.6270,0.6270
4.7135,2.0973,0.6270,0.6270
4.7027,2.0973,0.6270,0.6270
4.6919,2.0865,0.6162,0.6162
4.6811,2.0865,0.6162,0.6162
4.6703,2.0865,0.6162,0.6162
4.6595,2.0865,0.6162,0.6162
4.6486,2.0865,0.6162,0.6162
4.6378,2.0865,0.6162,0.6162
4.6270,2.0757,0.6054,0.6054
4.6162,2.0757,0.6054,0.6054
4.6054,2.0757,0.6054,0.6054
4.5946,2.0757,0.6054,0.6054
4.5838,2.0757,0.6054,0.6054
4.5730,2.0649,0.5946,0.5946
4.5622,2.0649,0.5946,0.5946
4.5514,2.0649,0.5946,0.5946
4.5405,2.0649,0.5946,0.5946
4.5297,2.0649,0.5946,0.5946
4.5189,2.0649,0.5946,0.5946
4.5081,2.0541,0.5838,0.5838
4.4973,2.0541,0.5838,0.5838
4.4865,2.0541,0.5838,0.5838
4.4757,2.0541,0.5838,0.5838
4.4649,2.0541,0.5838,0.5838
4.4541,2.0541,0.5838,0.5838
4.4432,2.0541,0.5838,0.5838
4.4324,2.0541,0.5838,0.5838
4.4216,2.0541,0.5838,0.5838
4.4108,2.0541,0.5838,0.5838
4.4000,2.0541,0.5838,0.5838
4.3892,2.0541,0.5838,0.5838
4.3784,2.0541,0.5838,0.5838
4.3676,2.0541,0.5838,0.5838
4.3568,2.0541,0.5838,0.5838
4.3459,2.0541,0.5838,0.5838
4.3351,2.0541,0.5838,0.5838
4.3243,2.0541,0.5838,0.5838
4.3135,2.0541,0.5838,0.5838
4.3027,2.0541,0.5838,0.5838
4.2919,2.0541,0.5838,0.5838
4.2811,2.0541,0.5838,0.5838
4.2703,2.0541,0.5838,0.5838
4.2595,2.0541,0.5838,0.5838
4.2486,2.0541,0.5838,0.5838
4.2378,2.0541,0.5838,0.5838
4.2270,2.0541,0.5838,0.5838
4.2162,2.0541,0.5838,0.5838
4.2054,2.0541,0.5838,0.5838
4.1946,2.0541,0.5838,0.5838
4.1838,2.0541,0.5838,0.5838
4.1730,2.0541,0.5838,0.5838
4.1622,2.0541,0.5838,0.5838
4.1514,2.0541,0.5839,0.5839
4.1405,2.0541,0.5838,0.5838
4.1297,2.0541,0.5838,0.5838
4.1189,2.0541,0.5838,0.5838
4.1081,2.0541,0.5838,0.5838
4.0973,2.0541,0.5838,0.5838
4.0865,2.0541,0.5839,0.5839
4.0757,2.0541,0.5842,0.5842
4.0649,2.0541,0.5847,0.5847
4.0541,2.0541,0.5854,0.5854
4.0432,2.0541,0.5863,0.5863
4.0324,2.0541,0.5874,0.5874
4.0216,2.0541,0.5887,0.5887
4.0108,2.0541,0.5902,0.5902
4.0000,2.0541,0.5918,0.5918
3.9892,2.0541,0.5937,0.5937
3.9784,2.0541,0.5946,0.5946
3.9676,2.0541,0.5946,0.5946
3.9568,2.0541,0.5946,0.5946
3.9459,2.0541,0.5946,0.5946
3.9351,2.0541,0.5946,0.5946
3.9243,2.0541,0.5946,0.5946
3.9135,2.0541,0.5946,0.5946
3.9027,2.0541,0.5946,0.5946
3.8919,2.0541,0.5946,0.5946
3.8811,2.0541,0.5946,0.5946
3.8703,2.0541,0.5946,0.5946
3.8595,2.0541,0.5946,0.5946
3.8486,2.0541,0.5946,0.5946
3.8378,2.0541,0.5946,0.5946
3.8270,2.0541,0.5946,0.5946
3.8162,2.0432,0.6054,0.6054
3.8054,2.0432,0.6054,0.6054
3.7946,2.0432,0.6054,0.6054
3.7838,2.0432,0.6054,0.6054
3.7730,2.0324,0.6162,0.6162
3.7622,2.0324,0.6162,0.6162
3.7514,2.0324,0.6162,0.6162
3.7405,2.0324,0.6162,0.6162
3.7297,2.0324,0.6162,0.6162
3.7189,2.0216,0.6270,0.6270
3.7081,2.0216,0.6270,0.6270
3.6973,2.0216,0.6270,0.6270
3.6865,2.0216,0.6270,0.6270
3.6757,2.0108,0.6378,0.6378
3.6649,2.0108,0.6378,0.6378
3.6541,2.0108,0.6378,0.6378
3.6432,2.0108,0.6378,0.6378
3.6324,2.0000,0.6486,0.6486
3.6216,2.0000,0.6486,0.6486
3.6108,1.9892,0.6576,0.6576
3.6000,1.9892,0.6559,0.6559
3.5892,1.9784,0.6651,0.6651
3.5784,1.9784,0.6637,0.6637
3.5676,1.9676,0.6721,0.6721
3.5568,1.9676,0.6701,0.6701
3.5459,1.9568,0.6789,0.6789
3.5351,1.9459,0.6880,0.6880
3.5243,1.9459,0.6866,0.6866
3.5135,1.9459,0.6853,0.6853
3.5027,1.9459,0.6842,0.6842
3.4919,1.9459,0.6832,0.6832
3.4811,1.9459,0.6825,0.6825
3.4703,1.9459,0.6819,0.6819
3.4595,1.9459,0.6814,0.6814
3.4486,1.9459,0.6812,0.6812
3.4378,1.9459,0.6811,0.6811
3.4270,1.9351,0.6919,0.6919
3.4162,1.9351,0.6919,0.6919
3.4054,1.9351,0.6919,0.6919
3.3946,1.9351,0.6919,0.6919
3.3838,1.9243,0.7027,0.7027
3.3730,1.9243,0.7027,0.7027
3.3622,1.9243,0.7027,0.7027
3.3514,1.9243,0.7020,0.7020
3.3405,1.9243,0.7003,0.7003
3.3297,1.9243,0.6987,0.6987
3.3189,1.9243,0.6973,0.6973
3.3081,1.9135,0.7068,0.7068
3.2973,1.9135,0.7057,0.7057
3.2865,1.9135,0.7048,0.7048
3.2757,1.9135,0.7040,0.7040
3.2649,1.9027,0.7143,0.7143
3.2541,1.9027,0.7138,0.7138
3.2432,1.9027,0.7136,0.7136
3.2324,1.8919,0.7243,0.7243
3.2216,1.8919,0.7243,0.7243
3.2108,1.8811,0.7351,0.7351
3.2000,1.8811,0.7351,0.7351
3.1892,1.8811,0.7351,0.7351
3.1784,1.8703,0.7459,0.7459
3.1676,1.8703,0.7459,0.7459
3.1568,1.8703,0.7459,0.7459
3.1459,1.8703,0.7459,0.7459
3.1351,1.8595,0.7568,0.7568
3.1243,1.8595,0.7554,0.7554
3.1135,1.8486,0.7644,0.7644
3.1027,1.8486,0.7630,0.7630
3.0919,1.8486,0.7617,0.7617
3.0811,1.8486,0.7605,0.7605
3.0703,1.8378,0.7703,0.7703
3.0595,1.8378,0.7695,0.7695
3.0486,1.8378,0.7688,0.7688
3.0378,1.8270,0.7791,0.7791
3.0270,1.8270,0.7787,0.7787
3.0162,1.8162,0.7893,0.7893
3.0054,1.8162,0.7892,0.7892
2.9946,1.8162,0.7892,0.7892
2.9838,1.8162,0.7892,0.7892
2.9730,1.8054,0.7998,0.7998
2.9622,1.8054,0.7974,0.7974
2.9514,1.8054,0.7946,0.7946
2.9405,1.8054,0.7919,0.7919
2.9297,1.8054,0.7893,0.7893
2.9189,1.8054,0.7868,0.7868
2.9081,1.7946,0.7951,0.7951
2.8973,1.7946,0.7930,0.7930
2.8865,1.7946,0.7910,0.7910
2.8757,1.7946,0.7891,0.7891
2.8649,1.7838,0.7981,0.7981
2.8541,1.7838,0.7966,0.7966
2.8432,1.7838,0.7951,0.7951
2.8324,1.7730,0.8036,0.8036
2.8216,1.7730,0.8016,0.8016
2.8108,1.7622,0.8105,0.8105
2.8000,1.7622,0.8088,0.8088
2.7892,1.7622,0.8073,0.8073
2.7784,1.7514,0.8155,0.8155
2.7676,1.7514,0.8128,0.8128
2.7568,1.7405,0.8208,0.8208
2.7459,1.7405,0.8185,0.8185
2.7351,1.7297,0.8269,0.8269
2.7243,1.7297,0.8248,0.8248
2.7135,1.7189,0.8336,0.8336
2.7027,1.7189,0.8314,0.8314
2.6919,1.7189,0.8291,0.8291
2.6811,1.7081,0.8375,0.8375
2.6703,1.7081,0.8354,0.8354
2.6595,1.6973,0.8442,0.8442
2.6486,1.6973,0.8425,0.8425
2.6378,1.6973,0.8409,0.8409
2.6270,1.6865,0.8501,0.8501
2.6162,1.6865,0.8488,0.8488
2.6054,1.6865,0.8477,0.8477
2.5946,1.6757,0.8554,0.8554
2.5838,1.6757,0.8524,0.8524
2.5730,1.6649,0.8601,0.8601
2.5622,1.6649,0.8574,0.8574
2.5514,1.6541,0.8628,0.8628
2.5405,1.6541,0.8601,0.8601
2.5297,1.6432,0.8469,0.8469
2.5189,1.6432,0.8444,0.8444
2.5081,1.6324,0.8314,0.8314
2.4973,1.6216,0.8185,0.8185
2.4865,1.6216,0.8163,0.8163
2.4757,1.6216,0.8142,0.8142
2.4649,1.6108,0.8016,0.8016
2.4541,1.6108,0.7998,0.7998
2.4432,1.6108,0.7974,0.7974
2.4324,1.6108,0.7951,0.7951
2.4216,1.6000,0.7823,0.7823
2.4108,1.6000,0.7803,0.7803
2.4000,1.6000,0.7785,0.7785
2.3892,1.6000,0.7763,0.7763
2.3784,1.6000,0.7739,0.7739
2.3676,1.6000,0.7717,0.7717
2.3568,1.6000,0.7697,0.7697
2.3459,1.6000,0.7678,0.7678
2.3351,1.6000,0.7660,0.7660
2.3243,1.5892,0.7537,0.7537
2.3135,1.5892,0.7523,0.7523
2.3027,1.5892,0.7509,0.7509
2.2919,1.5892,0.7498,0.7498
2.2811,1.5892,0.7488,0.7488
2.2703,1.5892,0.7479,0.7479
2.2595,1.5892,0.7465,0.7465
2.2486,1.5892,0.7447,0.7447
2.2378,1.5784,0.7323,0.7323
2.2270,1.5784,0.7308,0.7308
2.2162,1.5784,0.7295,0.7295
2.2054,1.5784,0.7283,0.7283
2.1946,1.5784,0.7272,0.7272
2.1838,1.5676,0.7146,0.7146
2.1730,1.5676,0.7127,0.7127
2.1622,1.5676,0.7110,0.7110
2.1514,1.5676,0.7094,0.7094
2.1405,1.5568,0.6973,0.6973
2.1297,1.5568,0.6960,0.6960
2.1189,1.5568,0.6949,0.6949
2.1081,1.5568,0.6940,0.6940
2.0973,1.5459,0.6825,0.6825
2.0865,1.5459,0.6819,0.6819
2.0757,1.5459,0.6814,0.6814
2.0649,1.5459,0.6812,0.6812
2.0541,1.5459,0.6811,0.6811
2.0432,1.5351,0.6703,0.6703
2.0324,1.5351,0.6703,0.6703
2.0216,1.5351,0.6703,0.6703
2.0108,1.5351,0.6703,0.6703
2.0000,1.5243,0.6595,0.6595
1.9892,1.5243,0.6576,0.6576
1.9784,1.5243,0.6559,0.6559
1.9676,1.5243,0.6544,0.6544
1.9568,1.5243,0.6530,0.6530
1.9459,1.5135,0.6411,0.6411
1.9351,1.5135,0.6401,0.6401
1.9243,1.5135,0.6382,0.6382
1.9135,1.5135,0.6363,0.6363
1.9027,1.5135,0.6345,0.6345
1.8919,1.5135,0.6330,0.6330
1.8811,1.5027,0.6208,0.6208
1.8703,1.5027,0.6196,0.6196
1.8595,1.5027,0.6186,0.6186
1.8486,1.5027,0.6177,0.6177
1.8378,1.4919,0.6063,0.6063
1.8270,1.4919,0.6058,0.6058
1.8162,1.4919,0.6055,0.6055
1.8054,1.4919,0.6054,0.6054
1.7946,1.4919,0.6054,0.6054
1.7838,1.4811,0.5946,0.5946
1.7730,1.4811,0.5946,0.5946
1.7622,1.4811,0.5947,0.5947
1.7514,1.4811,0.5950,0.5950
1.7405,1.4703,0.5847,0.5847
1.7297,1.4703,0.5854,0.5854
1.7189,1.4703,0.5863,0.5863
1.7081,1.4703,0.5874,0.5874
1.6973,1.4595,0.5779,0.5779
1.6865,1.4595,0.5795,0.5795
1.6757,1.4595,0.5812,0.5812
1.6649,1.4595,0.5831,0.5831
1.6541,1.4595,0.5852,0.5852
1.6432,1.4595,0.5875,0.5875
1.6324,1.4486,0.5795,0.5795
1.6216,1.4486,0.5822,0.5822
1.6108,1.4486,0.5851,0.5851
1.6000,1.4486,0.5875,0.5875
1.5892,1.4378,0.5795,0.5795
1.5784,1.4378,0.5822,0.5822
1.5676,1.4378,0.5851,0.5851
1.5568,1.4378,0.5882,0.5882
1.5459,1.4378,0.5914,0.5914
1.5351,1.4270,0.5847,0.5847
1.5243,1.4270,0.5863,0.5863
1.5135,1.4270,0.5874,0.5874
1.5027,1.4270,0.5887,0.5887
1.4919,1.4270,0.5902,0.5902
1.4811,1.4162,0.5812,0.5812
1.4703,1.4054,0.5725,0.5725
1.4595,1.4054,0.5746,0.5746
1.4486,1.4054,0.5755,0.5755
1.4378,1.3946,0.5659,0.5659
1.4270,1.3946,0.5672,0.5672
1.4162,1.3838,0.5581,0.5581
1.4054,1.3730,0.5492,0.5492
1.3946,1.3730,0.5512,0.5512
1.3838,1.3622,0.5415,0.5415
1.3730,1.3622,0.5423,0.5423
1.3622,1.3622,0.5432,0.5432
1.3514,1.3514,0.5337,0.5337
1.3405,1.3514,0.5351,0.5351
1.3297,1.3514,0.5367,0.5367
1.3189,1.3405,0.5280,0.5280
1.3081,1.3297,0.5195,0.5195
1.2973,1.3297,0.5218,0.5218
1.2865,1.3297,0.5244,0.5244
1.2757,1.3297,0.5272,0.5272
1.2649,1.3189,0.5198,0.5198
1.2541,1.3189,0.5231,0.5231
1.2432,1.3081,0.5163,0.5163
1.2324,1.3081,0.5198,0.5198
1.2216,1.3081,0.5231,0.5231
1.2108,1.3081,0.5265,0.5265
1.2000,1.2973,0.5195,0.5195
1.1892,1.2973,0.5218,0.5218
1.1784,1.2973,0.5244,0.5244
1.1676,1.2865,0.5168,0.5168
1.1568,1.2865,0.5198,0.5198
1.1459,1.2865,0.5231,0.5231
1.1351,1.2757,0.5163,0.5163
1.1243,1.2757,0.5200,0.5200
1.1135,1.2757,0.5240,0.5240
1.1027,1.2649,0.5181,0.5181
1.0919,1.2649,0.5225,0.5225
1.0811,1.2649,0.5265,0.5265
1.0703,1.2649,0.5231,0.5231
1.0595,1.2541,0.5272,0.5272
1.0486,1.2541,0.5265,0.5265
1.0378,1.2541,0.5231,0.5231
1.0270,1.2541,0.5198,0.5198
1.0162,1.2432,0.5265,0.5265
1.0054,1.2432,0.5231,0.5231
0.9946,1.2432,0.5198,0.5198
0.9838,1.2432,0.5168,0.5168
0.9730,1.2324,0.5244,0.5244
0.9622,1.2324,0.5218,0.5218
0.9514,1.2324,0.5195,0.5195
0.9405,1.2324,0.5173,0.5173
0.9297,1.2324,0.5154,0.5154
0.9189,1.2216,0.5244,0.5244
0.9081,1.2216,0.5218,0.5218
0.8973,1.2216,0.5195,0.5195
0.8865,1.2216,0.5173,0.5173
0.8757,1.2216,0.5154,0.5154
0.8649,1.2108,0.5244,0.5244
0.8541,1.2108,0.5230,0.5230
