# x_m,y_m,w_tr_right_m,w_tr_left_m
-2.98,-2.7875,0.5446,0.5446
-2.98,-2.775,0.5427,0.5427
-2.9675,-2.7625,0.5535,0.5535
-2.9675,-2.75,0.5523,0.5523
-2.955,-2.7375,0.5637,0.5637
-2.955,-2.725,0.5631,0.5631
-2.955,-2.7125,0.5626,0.5626
-2.955,-2.7,0.5625,0.5625
-2.9425,-2.6875,0.575,0.575
-2.9425,-2.675,0.575,0.575
-2.9425,-2.6625,0.575,0.575
-2.93,-2.65,0.5875,0.5875
-2.93,-2.6375,0.5875,0.5875
-2.93,-2.625,0.5875,0.5875
-2.9175,-2.6125,0.6,0.6
-2.9175,-2.6,0.5982,0.5982
-2.9175,-2.5875,0.5959,0.5959
-2.9175,-2.575,0.594,0.594
-2.905,-2.5625,0.6047,0.6047
-2.905,-2.55,0.6032,0.6032
-2.8925,-2.5375,0.6145,0.6145
-2.8925,-2.525,0.6136,0.6136
-2.8925,-2.5125,0.613,0.613
-2.88,-2.5,0.6251,0.6251
-2.88,-2.4875,0.625,0.625
-2.88,-2.475,0.625,0.625
-2.8675,-2.4625,0.6374,0.6374
-2.8675,-2.45,0.635,0.635
-2.855,-2.4375,0.6453,0.6453
-2.855,-2.425,0.6435,0.6435
-2.8425,-2.4125,0.6543,0.6543
-2.8425,-2.4,0.653,0.653
-2.8425,-2.3875,0.6519,0.6519
-2.83,-2.375,0.6636,0.6636
-2.83,-2.3625,0.663,0.663
-2.8175,-2.35,0.6751,0.6751
-2.8175,-2.3375,0.6742,0.6742
-2.8175,-2.325,0.672,0.672
-2.805,-2.3125,0.6824,0.6824
-2.7925,-2.3,0.693,0.693
-2.7925,-2.2875,0.6916,0.6916
-2.78,-2.275,0.7028,0.7028
-2.78,-2.2625,0.7018,0.7018
-2.7675,-2.25,0.7126,0.7126
-2.7675,-2.2375,0.7094,0.7094
-2.755,-2.225,0.7186,0.7186
-2.755,-2.2125,0.7159,0.7159
-2.755,-2.2,0.7134,0.7134
-2.7425,-2.1875,0.7234,0.7234
-2.73,-2.175,0.7337,0.7337
-2.73,-2.1625,0.7319,0.7319
-2.73,-2.15,0.7303,0.7303
-2.7175,-2.1375,0.74,0.74
-2.7175,-2.125,0.7368,0.7368
-2.705,-2.1125,0.7458,0.7458
-2.705,-2.1,0.743,0.743
-2.6925,-2.0875,0.7521,0.7521
-2.6925,-2.075,0.7489,0.7489
-2.68,-2.0625,0.758,0.758
-2.68,-2.05,0.7552,0.7552
-2.6675,-2.0375,0.7641,0.7641
-2.6675,-2.025,0.761,0.761
-2.655,-2.0125,0.7701,0.7701
-2.655,-2,0.7674,0.7674
-2.6425,-1.9875,0.7771,0.7771
-2.6425,-1.975,0.7748,0.7748
-2.63,-1.9625,0.785,0.785
-2.63,-1.95,0.7823,0.7823
-2.6175,-1.9375,0.7916,0.7916
-2.6175,-1.925,0.7883,0.7883
-2.605,-1.9125,0.7974,0.7974
-2.605,-1.9,0.7945,0.7945
-2.5925,-1.8875,0.8036,0.8036
-2.58,-1.875,0.8125,0.8125
-2.58,-1.8625,0.8095,0.8095
-2.5675,-1.85,0.8189,0.8189
-2.5675,-1.8375,0.8163,0.8163
-2.555,-1.825,0.8262,0.8262
-2.5425,-1.8125,0.8364,0.8364
-2.5425,-1.8,0.8339,0.8339
-2.5425,-1.7875,0.8311,0.8311
-2.53,-1.775,0.8409,0.8409
-2.5175,-1.7625,0.8501,0.8501
-2.5175,-1.75,0.8465,0.8465
-2.505,-1.7375,0.8551,0.8551
-2.505,-1.725,0.8519,0.8519
-2.4925,-1.7125,0.861,0.861
-2.48,-1.7,0.8704,0.8704
-2.48,-1.6875,0.8672,0.8672
-2.4675,-1.675,0.8762,0.8762
-2.455,-1.6625,0.8854,0.8854
-2.4425,-1.65,0.8946,0.8946
-2.4425,-1.6375,0.8914,0.8914
-2.43,-1.625,0.9004,0.9004
-2.4175,-1.6125,0.9092,0.9092
-2.4175,-1.6,0.9053,0.9053
-2.405,-1.5875,0.9132,0.9132
-2.3925,-1.575,0.921,0.921
-2.3925,-1.5625,0.9172,0.9172
-2.38,-1.55,0.9255,0.9255
-2.3675,-1.5375,0.9341,0.9341
-2.355,-1.525,0.9429,0.9429
-2.3425,-1.5125,0.952,0.952
-2.33,-1.5,0.9605,0.9605
-2.3175,-1.4875,0.9686,0.9686
-2.305,-1.475,0.977,0.977
-2.305,-1.4625,0.9736,0.9736
-2.2925,-1.45,0.9823,0.9823
-2.28,-1.4375,0.9914,0.9914
-2.2675,-1.425,1.0001,1.0001
-2.2675,-1.4125,0.9962,0.9962
-2.255,-1.4,1.0041,1.0041
-2.2425,-1.3875,1.012,1.012
-2.23,-1.3875,1.0239,1.0239
-2.2175,-1.375,1.0321,1.0321
-2.205,-1.3625,1.0405,1.0405
-2.1925,-1.35,1.0492,1.0492
-2.18,-1.3375,1.0581,1.0581
-2.1675,-1.3375,1.0702,1.0702
-2.155,-1.325,1.0791,1.0791
-2.1425,-1.3125,1.0872,1.0872
-2.13,-1.3125,1.0886,1.0886
-2.1175,-1.3,1.0958,1.0958
-2.105,-1.2875,1.1024,1.1024
-2.0925,-1.2875,1.0964,1.0964
-2.08,-1.275,1.1015,1.1015
-2.0675,-1.2625,1.1069,1.1069
-2.055,-1.2625,1.1013,1.1013
-2.0425,-1.25,1.1071,1.1071
-2.03,-1.25,1.1018,1.1018
-2.0175,-1.2375,1.108,1.108
-2.005,-1.2375,1.103,1.103
-1.9925,-1.2375,1.0981,1.0981
-1.98,-1.225,1.1049,1.1049
-1.9675,-1.225,1.1003,1.1003
-1.955,-1.225,1.0958,1.0958
-1.9425,-1.2125,1.1032,1.1032
-1.93,-1.2125,1.099,1.099
-1.9175,-1.2125,1.0949,1.0949
-1.905,-1.2,1.1029,1.1029
-1.8925,-1.2,1.099,1.099
-1.88,-1.2,1.0949,1.0949
-1.8675,-1.2,1.091,1.091
-1.855,-1.1875,1.099,1.099
-1.8425,-1.1875,1.0949,1.0949
-1.83,-1.1875,1.091,1.091
-1.8175,-1.1875,1.0872,1.0872
-1.805,-1.175,1.0955,1.0955
-1.7925,-1.175,1.092,1.092
-1.78,-1.175,1.0886,1.0886
-1.7675,-1.1625,1.0975,1.0975
-1.755,-1.1625,1.0944,1.0944
-1.7425,-1.1625,1.0915,1.0915
-1.73,-1.1625,1.0887,1.0887
-1.7175,-1.15,1.0983,1.0983
-1.705,-1.15,1.0958,1.0958
-1.6925,-1.15,1.0934,1.0934
-1.68,-1.1375,1.1035,1.1035
-1.6675,-1.1375,1.1007,1.1007
-1.655,-1.1375,1.0975,1.0975
-1.6425,-1.1375,1.0944,1.0944
-1.63,-1.125,1.1037,1.1037
-1.6175,-1.125,1.1009,1.1009
-1.605,-1.125,1.0983,1.0983
-1.5925,-1.1125,1.1081,1.1081
-1.58,-1.1125,1.1057,1.1057
-1.5675,-1.1125,1.1035,1.1035
-1.555,-1.1,1.1138,1.1138
-1.5425,-1.1,1.1119,1.1119
-1.53,-1.1,1.1102,1.1102
-1.5175,-1.0875,1.121,1.121
-1.505,-1.0875,1.1195,1.1195
-1.4925,-1.0875,1.1182,1.1182
-1.48,-1.075,1.1294,1.1294
-1.4675,-1.075,1.1284,1.1284
-1.455,-1.075,1.1275,1.1275
-1.4425,-1.0625,1.1392,1.1392
-1.43,-1.0625,1.1386,1.1386
-1.4175,-1.0625,1.1381,1.1381
-1.405,-1.05,1.1503,1.1503
-1.3925,-1.05,1.1501,1.1501
-1.38,-1.05,1.15,1.15
-1.3675,-1.0375,1.1625,1.1625
-1.355,-1.0375,1.1625,1.1625
-1.3425,-1.0375,1.1625,1.1625
-1.33,-1.0375,1.1625,1.1625
-1.3175,-1.025,1.175,1.175
-1.305,-1.025,1.175,1.175
-1.2925,-1.025,1.175,1.175
-1.28,-1.025,1.175,1.175
-1.2675,-1.0125,1.1875,1.1875
-1.255,-1.0125,1.1875,1.1875
-1.2425,-1.0125,1.1875,1.1875
-1.23,-1.0125,1.1875,1.1875
-1.2175,-1,1.2,1.2
-1.205,-1,1.2,1.2
-1.1925,-1,1.2,1.2
-1.18,-1,1.2,1.2
-1.1675,-0.9875,1.2125,1.2125
-1.155,-0.9875,1.2125,1.2125
-1.1425,-0.9875,1.2125,1.2125
-1.13,-0.9875,1.2125,1.2125
-1.1175,-0.9875,1.2125,1.2125
-1.105,-0.975,1.225,1.225
-1.0925,-0.975,1.225,1.225
-1.08,-0.975,1.225,1.225
-1.0675,-0.975,1.225,1.225
-1.055,-0.9625,1.2375,1.2375
-1.0425,-0.9625,1.2375,1.2375
-1.03,-0.9625,1.2375,1.2375
-1.0175,-0.9625,1.2375,1.2375
-1.005,-0.95,1.25,1.25
-0.9925,-0.95,1.2501,1.2501
-0.98,-0.95,1.2502,1.2502
-0.9675,-0.95,1.2506,1.2506
-0.955,-0.95,1.251,1.251
-0.9425,-0.9375,1.264,1.264
-0.93,-0.9375,1.2647,1.2647
-0.9175,-0.9375,1.2655,1.2655
-0.905,-0.9375,1.2665,1.2665
-0.8925,-0.9375,1.2675,1.2675
-0.88,-0.9375,1.2687,1.2687
-0.8675,-0.9375,1.27,1.27
-0.855,-0.925,1.2838,1.2838
-0.8425,-0.925,1.2853,1.2853
-0.83,-0.925,1.287,1.287
-0.8175,-0.925,1.2887,1.2887
-0.805,-0.925,1.2906,1.2906
-0.7925,-0.925,1.2926,1.2926
-0.78,-0.925,1.2947,1.2947
-0.7675,-0.925,1.2969,1.2969
-0.755,-0.9125,1.3115,1.3115
-0.7425,-0.9125,1.3125,1.3125
-0.73,-0.9125,1.3125,1.3125
-0.7175,-0.9125,1.3125,1.3125
-0.705,-0.9125,1.3125,1.3125
-0.6925,-0.9125,1.3125,1.3125
-0.68,-0.9125,1.3125,1.3125
-0.6675,-0.9125,1.3125,1.3125
-0.655,-0.925,1.3101,1.3101
-0.6425,-0.925,1.3117,1.3117
-0.63,-0.925,1.3135,1.3135
-0.6175,-0.925,1.3153,1.3153
-0.605,-0.925,1.3173,1.3173
-0.5925,-0.925,1.3193,1.3193
-0.58,-0.925,1.321,1.321
-0.5675,-0.925,1.3197,1.3197
-0.555,-0.925,1.3184,1.3184
-0.5425,-0.925,1.3173,1.3173
-0.53,-0.925,1.3163,1.3163
-0.5175,-0.925,1.3154,1.3154
-0.505,-0.925,1.3146,1.3146
-0.4925,-0.925,1.314,1.314
-0.48,-0.925,1.3135,1.3135
-0.4675,-0.925,1.313,1.313
-0.455,-0.925,1.3127,1.3127
-0.4425,-0.925,1.3126,1.3126
-0.43,-0.925,1.3125,1.3125
-0.4175,-0.925,1.3125,1.3125
-0.405,-0.925,1.3125,1.3125
-0.3925,-0.925,1.3125,1.3125
-0.38,-0.925,1.3125,1.3125
-0.3675,-0.925,1.3126,1.3126
-0.355,-0.925,1.3127,1.3127
-0.3425,-0.925,1.313,1.313
-0.33,-0.925,1.3135,1.3135
-0.3175,-0.925,1.3135,1.3135
-0.305,-0.925,1.313,1.313
-0.2925,-0.925,1.3127,1.3127
-0.28,-0.925,1.3126,1.3126
-0.2675,-0.925,1.3125,1.3125
-0.255,-0.925,1.3125,1.3125
-0.2425,-0.925,1.3125,1.3125
-0.23,-0.925,1.3125,1.3125
-0.2175,-0.925,1.3125,1.3125
-0.205,-0.925,1.3125,1.3125
-0.1925,-0.925,1.3125,1.3125
-0.18,-0.9375,1.325,1.325
-0.1675,-0.9375,1.325,1.325
-0.155,-0.9375,1.325,1.325
-0.1425,-0.9375,1.325,1.325
-0.13,-0.9375,1.325,1.325
-0.1175,-0.9375,1.325,1.325
-0.105,-0.9375,1.325,1.325
-0.0925,-0.9375,1.325,1.325
-0.08,-0.9375,1.325,1.325
-0.0675,-0.9375,1.325,1.325
-0.055,-0.95,1.3375,1.3375
-0.0425,-0.95,1.3375,1.3375
-0.03,-0.95,1.3375,1.3375
-0.0175,-0.95,1.3375,1.3375
-0.005,-0.9625,1.35,1.35
0.0075,-0.9625,1.3489,1.3489
0.02,-0.9625,1.3473,1.3473
0.0325,-0.9625,1.3459,1.3459
0.045,-0.975,1.357,1.357
0.0575,-0.975,1.3558,1.3558
0.07,-0.975,1.3547,1.3547
0.0825,-0.975,1.3537,1.3537
0.095,-0.9875,1.3653,1.3653
0.1075,-0.9875,1.3646,1.3646
0.12,-0.9875,1.3639,1.3639
0.1325,-0.9875,1.3634,1.3634
0.145,-0.9875,1.363,1.363
0.1575,-1,1.3752,1.3752
0.17,-1,1.3751,1.3751
0.1825,-1,1.3737,1.3737
0.195,-1.0125,1.3846,1.3846
0.2075,-1.0125,1.3832,1.3832
0.22,-1.0125,1.3819,1.3819
0.2325,-1.025,1.3931,1.3931
0.245,-1.025,1.3921,1.3921
0.2575,-1.025,1.3911,1.3911
0.27,-1.0375,1.4027,1.4027
0.2825,-1.0375,1.402,1.402
0.295,-1.0375,1.4014,1.4014
0.3075,-1.05,1.4134,1.4134
0.32,-1.0625,1.4255,1.4255
0.3325,-1.0625,1.4252,1.4252
0.345,-1.0625,1.4251,1.4251
0.3575,-1.075,1.4375,1.4375
0.37,-1.075,1.4375,1.4375
0.3825,-1.0875,1.45,1.45
0.395,-1.0875,1.45,1.45
0.4075,-1.1,1.4625,1.4625
0.42,-1.1125,1.475,1.475
0.4325,-1.1125,1.475,1.475
0.445,-1.125,1.4875,1.4875
0.4575,-1.125,1.4814,1.4814
0.47,-1.1375,1.4678,1.4678
0.4825,-1.15,1.4544,1.4544
0.495,-1.1625,1.441,1.441
0.5075,-1.175,1.4277,1.4277
0.52,-1.1875,1.4145,1.4145
0.5325,-1.2,1.4014,1.4014
0.545,-1.2125,1.3884,1.3884
0.5575,-1.225,1.3755,1.3755
0.57,-1.2375,1.3627,1.3627
0.5825,-1.25,1.3501,1.3501
0.5825,-1.2625,1.35,1.35
0.595,-1.275,1.3375,1.3375
0.6075,-1.2875,1.325,1.325
0.62,-1.3,1.3125,1.3125
0.6325,-1.3125,1.3,1.3
0.6325,-1.325,1.3,1.3
0.645,-1.3375,1.2875,1.2875
0.6575,-1.35,1.275,1.275
0.6575,-1.3625,1.275,1.275
0.67,-1.375,1.2625,1.2625
0.6825,-1.3875,1.25,1.25
0.695,-1.4,1.2375,1.2375
0.695,-1.4125,1.2375,1.2375
0.7075,-1.425,1.225,1.225
0.7075,-1.4375,1.225,1.225
0.72,-1.45,1.2125,1.2125
0.72,-1.4625,1.2125,1.2125
0.7325,-1.475,1.2,1.2
0.745,-1.4875,1.1875,1.1875
0.745,-1.5,1.1875,1.1875
0.7575,-1.5125,1.175,1.175
0.7575,-1.525,1.175,1.175
0.77,-1.5375,1.1625,1.1625
0.77,-1.55,1.1625,1.1625
0.7825,-1.5625,1.15,1.15
0.7825,-1.575,1.15,1.15
0.7825,-1.5875,1.15,1.15
0.795,-1.6,1.1375,1.1375
0.8075,-1.6125,1.125,1.125
0.82,-1.625,1.1125,1.1125
0.82,-1.6375,1.1125,1.1125
0.82,-1.65,1.1125,1.1125
0.8325,-1.6625,1.1,1.1
0.8325,-1.675,1.1,1.1
0.8325,-1.6875,1.1,1.1
0.845,-1.7,1.0875,1.0875
0.845,-1.7125,1.0875,1.0875
0.845,-1.725,1.0875,1.0875
0.8575,-1.7375,1.075,1.075
0.8575,-1.75,1.0749,1.0749
0.87,-1.7625,1.0607,1.0607
0.87,-1.775,1.059,1.059
0.87,-1.7875,1.0574,1.0574
0.8825,-1.8,1.0436,1.0436
0.8825,-1.8125,1.0423,1.0423
0.8825,-1.825,1.0412,1.0412
0.895,-1.8375,1.0277,1.0277
0.895,-1.85,1.0269,1.0269
0.895,-1.8625,1.0262,1.0262
0.9075,-1.875,1.0132,1.0132
0.9075,-1.8875,1.0128,1.0128
0.9075,-1.9,1.0126,1.0126
0.92,-1.9125,1,1
0.92,-1.925,1,1
0.92,-1.9375,1,1
0.9325,-1.95,0.9875,0.9875
0.9325,-1.9625,0.9875,0.9875
0.9325,-1.975,0.9875,0.9875
0.945,-1.9875,0.975,0.975
0.945,-2,0.975,0.975
0.945,-2.0125,0.975,0.975
0.9575,-2.025,0.9625,0.9625
0.9575,-2.0375,0.9625,0.9625
0.9575,-2.05,0.9625,0.9625
0.97,-2.0625,0.95,0.95
0.97,-2.075,0.95,0.95
0.97,-2.0875,0.95,0.95
0.9825,-2.1,0.9375,0.9375
0.9825,-2.1125,0.9375,0.9375
0.995,-2.125,0.925,0.925
0.995,-2.1375,0.925,0.925
0.995,-2.15,0.925,0.925
1.0075,-2.1625,0.9125,0.9125
1.0075,-2.175,0.9125,0.9125
1.0075,-2.1875,0.9125,0.9125
1.02,-2.2,0.9,0.9
1.02,-2.2125,0.9,0.9
1.02,-2.225,0.9,0.9
1.0325,-2.2375,0.8875,0.8875
1.0325,-2.25,0.8875,0.8875
1.0325,-2.2625,0.8875,0.8875
1.045,-2.275,0.875,0.875
1.045,-2.2875,0.875,0.875
1.045,-2.3,0.875,0.875
1.045,-2.3125,0.875,0.875
1.0575,-2.325,0.8625,0.8625
1.0575,-2.3375,0.8625,0.8625
1.0575,-2.35,0.8625,0.8625
1.07,-2.3625,0.85,0.85
1.07,-2.375,0.85,0.85
1.07,-2.3875,0.85,0.85
1.0825,-2.4,0.8375,0.8375
1.0825,-2.4125,0.8375,0.8375
1.0825,-2.425,0.8375,0.8375
1.095,-2.4375,0.825,0.825
1.095,-2.45,0.825,0.825
1.095,-2.4625,0.825,0.825
1.1075,-2.475,0.8125,0.8125
1.1075,-2.4875,0.8125,0.8125
1.1075,-2.5,0.8125,0.8125
1.1075,-2.5125,0.8125,0.8125
1.12,-2.525,0.8,0.8
1.12,-2.5375,0.8,0.8
1.12,-2.55,0.8,0.8
1.1325,-2.5625,0.7875,0.7875
1.1325,-2.575,0.7875,0.7875
1.1325,-2.5875,0.7875,0.7875
1.145,-2.6,0.775,0.775
1.145,-2.6125,0.775,0.775
1.145,-2.625,0.775,0.775
1.145,-2.6375,0.775,0.775
1.1575,-2.65,0.7625,0.7625
1.1575,-2.6625,0.7625,0.7625
1.1575,-2.675,0.7625,0.7625
1.17,-2.6875,0.75,0.75
1.17,-2.7,0.75,0.75
1.17,-2.7125,0.75,0.75
1.17,-2.725,0.75,0.75
1.1825,-2.7375,0.7375,0.7375
1.1825,-2.75,0.7375,0.7375
1.1825,-2.7625,0.7375,0.7375
1.1825,-2.775,0.7375,0.7375
1.195,-2.7875,0.725,0.725
1.195,-2.8,0.725,0.725
1.195,-2.8125,0.725,0.725
1.2075,-2.825,0.7125,0.7125
1.2075,-2.8375,0.7125,0.7125
1.2075,-2.85,0.7125,0.7125
1.2075,-2.8625,0.7125,0.7125
1.22,-2.875,0.7,0.7
1.22,-2.8875,0.7,0.7
1.22,-2.9,0.7,0.7
1.22,-2.9125,0.7,0.7
1.22,-2.925,0.7,0.7
1.2325,-2.9375,0.6875,0.6875
1.2325,-2.95,0.6875,0.6875
1.2325,-2.9625,0.6875,0.6875
1.2325,-2.975,0.6875,0.6875
1.245,-2.9875,0.6751,0.6751
1.245,-3,0.6755,0.6755
1.245,-3.0125,0.676,0.676
1.245,-3.025,0.6768,0.6768
1.245,-3.0375,0.6779,0.6779
1.2575,-3.05,0.6667,0.6667
1.2575,-3.0625,0.6683,0.6683
1.2575,-3.075,0.67,0.67
1.2575,-3.0875,0.672,0.672
1.2575,-3.1,0.6742,0.6742
1.27,-3.1125,0.6636,0.6636
1.27,-3.125,0.6644,0.6644
1.27,-3.1375,0.6654,0.6654
1.27,-3.15,0.6667,0.6667
1.27,-3.1625,0.6683,0.6683
1.27,-3.175,0.67,0.67
1.2825,-3.1875,0.6597,0.6597
1.2825,-3.2,0.6619,0.6619
1.2825,-3.2125,0.6644,0.6644
1.2825,-3.225,0.6667,0.6667
1.2825,-3.2375,0.6683,0.6683
1.2825,-3.25,0.67,0.67
1.2825,-3.2625,0.672,0.672
1.2825,-3.275,0.6742,0.6742
1.2825,-3.2875,0.6766,0.6766
1.2825,-3.3,0.6793,0.6793
1.295,-3.3125,0.67,0.67
1.295,-3.325,0.672,0.672
1.295,-3.3375,0.6742,0.6742
1.295,-3.35,0.6766,0.6766
1.295,-3.3625,0.6793,0.6793
1.295,-3.375,0.6803,0.6803
1.295,-3.3875,0.676,0.676
1.295,-3.4,0.672,0.672
1.295,-3.4125,0.6681,0.6681
1.295,-3.425,0.6645,0.6645
1.295,-3.4375,0.6611,0.6611
1.3075,-3.45,0.67,0.67
1.3075,-3.4625,0.6671,0.6671
1.3075,-3.475,0.6644,0.6644
1.3075,-3.4875,0.6619,0.6619
1.3075,-3.5,0.6597,0.6597
1.3075,-3.5125,0.6576,0.6576
1.3075,-3.525,0.6549,0.6549
1.3075,-3.5375,0.6522,0.6522
1.3075,-3.55,0.6496,0.6496
1.3075,-3.5625,0.6474,0.6474
1.3075,-3.575,0.6453,0.6453
1.3075,-3.5875,0.6435,0.6435
1.32,-3.6,0.6543,0.6543
1.32,-3.6125,0.653,0.653
1.32,-3.625,0.6519,0.6519
1.32,-3.6375,0.6511,0.6511
1.32,-3.65,0.6505,0.6505
1.32,-3.6625,0.6501,0.6501
1.32,-3.675,0.65,0.65
1.32,-3.6875,0.65,0.65
1.3325,-3.7,0.6625,0.6625
1.3325,-3.7125,0.6625,0.6625
1.3325,-3.725,0.6625,0.6625
1.3325,-3.7375,0.6625,0.6625
1.3325,-3.75,0.6625,0.6625
1.3325,-3.7625,0.6625,0.6625
1.3325,-3.775,0.6625,0.6625
1.345,-3.7875,0.6751,0.6751
1.345,-3.8,0.6755,0.6755
1.345,-3.8125,0.676,0.676
1.345,-3.825,0.6768,0.6768
1.345,-3.8375,0.6779,0.6779
1.345,-3.85,0.6792,0.6792
1.345,-3.8625,0.6806,0.6806
1.3575,-3.875,0.6947,0.6947
1.3575,-3.8875,0.6966,0.6966
1.3575,-3.9,0.6988,0.6988
1.3575,-3.9125,0.7,0.7
1.3575,-3.925,0.7,0.7
1.3575,-3.9375,0.7,0.7
1.37,-3.95,0.7125,0.7125
1.37,-3.9625,0.7125,0.7125
1.37,-3.975,0.7125,0.7125
1.37,-3.9875,0.7125,0.7125
1.37,-4,0.7125,0.7125
1.37,-4.0125,0.7125,0.7125
1.37,-4.025,0.7125,0.7125
1.3825,-4.0375,0.725,0.725
1.3825,-4.05,0.725,0.725
1.3825,-4.0625,0.725,0.725
1.3825,-4.075,0.725,0.725
1.3825,-4.0875,0.725,0.725
1.3825,-4.1,0.725,0.725
1.395,-4.1125,0.7375,0.7375
1.395,-4.125,0.7375,0.7375
1.395,-4.1375,0.7376,0.7376
1.395,-4.15,0.7379,0.7379
1.395,-4.1625,0.7385,0.7385
1.395,-4.175,0.7392,0.7392
1.4075,-4.1875,0.7526,0.7526
1.4075,-4.2,0.7537,0.7537
1.4075,-4.2125,0.7551,0.7551
1.4075,-4.225,0.7566,0.7566
1.42,-4.2375,0.7708,0.7708
1.42,-4.25,0.7727,0.7727
1.42,-4.2625,0.7748,0.7748
1.42,-4.275,0.775,0.775
1.42,-4.2875,0.7751,0.7751
1.42,-4.3,0.7754,0.7754
1.42,-4.3125,0.7759,0.7759
1.4325,-4.325,0.7891,0.7891
1.4325,-4.3375,0.79,0.79
1.4325,-4.35,0.7911,0.7911
1.4325,-4.3625,0.7923,0.7923
1.445,-4.375,0.8062,0.8062
1.445,-4.3875,0.8079,0.8079
1.445,-4.4,0.8097,0.8097
1.445,-4.4125,0.8117,0.8117
1.4575,-4.425,0.8254,0.8254
1.47,-4.4375,0.8383,0.8383
1.47,-4.45,0.839,0.839
1.4825,-4.4625,0.8523,0.8523
1.495,-4.475,0.8501,0.8501
1.5075,-4.4875,0.842,0.842
1.52,-4.5,0.8341,0.8341
1.5325,-4.5125,0.8262,0.8262
1.545,-4.5125,0.8301,0.8301
1.5575,-4.525,0.8223,0.8223
1.57,-4.525,0.8266,0.8266
1.5825,-4.5375,0.8194,0.8194
1.595,-4.5375,0.8241,0.8241
1.6075,-4.5375,0.8289,0.8289
1.62,-4.55,0.8224,0.8224
1.6325,-4.55,0.8276,0.8276
1.645,-4.5625,0.8218,0.8218
1.6575,-4.5625,0.8274,0.8274
1.67,-4.5625,0.833,0.833
1.6825,-4.575,0.8274,0.8274
1.695,-4.5875,0.8218,0.8218
1.7075,-4.6,0.8162,0.8162
1.72,-4.6,0.8221,0.8221
1.7325,-4.6125,0.8171,0.8171
1.745,-4.625,0.8125,0.8125
1.7575,-4.625,0.8189,0.8189
1.77,-4.6375,0.8149,0.8149
1.7825,-4.65,0.8112,0.8112
1.795,-4.6625,0.808,0.808
1.8075,-4.675,0.8051,0.8051
1.82,-4.6875,0.8025,0.8025
1.8325,-4.6875,0.8009,0.8009
1.845,-4.7,0.7977,0.7977
1.845,-4.7125,0.7986,0.7986
1.8575,-4.725,0.7973,0.7973
1.87,-4.7375,0.7963,0.7963
1.8825,-4.75,0.795,0.795
1.895,-4.7625,0.7926,0.7926
