# x_m,y_m,w_tr_right_m,w_tr_left_m
-0.4175,-8.7875,0.8383,0.8383
-0.4050,-8.7750,0.8504,0.8504
-0.4050,-8.7625,0.8501,0.8501
-0.4050,-8.7500,0.8500,0.8500
-0.3925,-8.7375,0.8625,0.8625
-0.3925,-8.7250,0.8625,0.8625
-0.3925,-8.7125,0.8625,0.8625
-0.3800,-8.7000,0.8750,0.8750
-0.3800,-8.6875,0.8750,0.8750
-0.3675,-8.6750,0.8876,0.8876
-0.3675,-8.6625,0.8879,0.8879
-0.3675,-8.6500,0.8883,0.8883
-0.3550,-8.6375,0.9014,0.9014
-0.3550,-8.6250,0.9022,0.9022
-0.3550,-8.6125,0.9031,0.9031
-0.3425,-8.6000,0.9167,0.9167
-0.3425,-8.5875,0.9180,0.9180
-0.3425,-8.5750,0.9194,0.9194
-0.3300,-8.5625,0.9334,0.9334
-0.3300,-8.5500,0.9352,0.9352
-0.3300,-8.5375,0.9371,0.9371
-0.3300,-8.5250,0.9392,0.9392
-0.3300,-8.5125,0.9414,0.9414
-0.3300,-8.5000,0.9438,0.9438
-0.3300,-8.4875,0.9464,0.9464
-0.3425,-8.4750,0.9369,0.9369
-0.3425,-8.4625,0.9398,0.9398
-0.3425,-8.4500,0.9429,0.9429
-0.3425,-8.4375,0.9461,0.9461
-0.3550,-8.4250,0.9375,0.9375
-0.3550,-8.4125,0.9411,0.9411
-0.3550,-8.4000,0.9448,0.9448
-0.3550,-8.3875,0.9487,0.9487
-0.3550,-8.3750,0.9527,0.9527
-0.3675,-8.3625,0.9448,0.9448
-0.3675,-8.3500,0.9487,0.9487
-0.3675,-8.3375,0.9527,0.9527
-0.3675,-8.3250,0.9569,0.9569
-0.3800,-8.3125,0.9495,0.9495
-0.3925,-8.3000,0.9424,0.9424
-0.4050,-8.2875,0.9356,0.9356
-0.4050,-8.2750,0.9405,0.9405
-0.4175,-8.2625,0.9342,0.9342
-0.4300,-8.2500,0.9281,0.9281
-0.4300,-8.2375,0.9336,0.9336
-0.4425,-8.2250,0.9280,0.9280
-0.4550,-8.2125,0.9228,0.9228
-0.4550,-8.2000,0.9288,0.9288
-0.4675,-8.1875,0.9241,0.9241
-0.4800,-8.1750,0.9197,0.9197
-0.4925,-8.1625,0.9156,0.9156
-0.4925,-8.1500,0.9062,0.9062
-0.5050,-8.1375,0.9002,0.9002
-0.5175,-8.1250,0.8939,0.8939
-0.5300,-8.1125,0.8867,0.8867
-0.5425,-8.1000,0.8798,0.8798
-0.5550,-8.0875,0.8732,0.8732
-0.5675,-8.0750,0.8661,0.8661
-0.5800,-8.0625,0.8589,0.8589
-0.5925,-8.0500,0.8519,0.8519
-0.6050,-8.0375,0.8453,0.8453
-0.6175,-8.0375,0.8504,0.8504
-0.6300,-8.0250,0.8443,0.8443
-0.6425,-8.0250,0.8497,0.8497
-0.6550,-8.0125,0.8442,0.8442
-0.6675,-8.0000,0.8385,0.8385
-0.6800,-7.9875,0.8330,0.8330
-0.6925,-7.9750,0.8274,0.8274
-0.7050,-7.9750,0.8330,0.8330
-0.7175,-7.9625,0.8274,0.8274
-0.7300,-7.9625,0.8330,0.8330
-0.7425,-7.9500,0.8274,0.8274
-0.7550,-7.9375,0.8221,0.8221
-0.7675,-7.9375,0.8280,0.8280
-0.7800,-7.9250,0.8233,0.8233
-0.7925,-7.9125,0.8189,0.8189
-0.8050,-7.9125,0.8255,0.8255
-0.8175,-7.9000,0.8217,0.8217
-0.8300,-7.8875,0.8182,0.8182
-0.8425,-7.8875,0.8254,0.8254
-0.8550,-7.8750,0.8217,0.8217
-0.8675,-7.8625,0.8171,0.8171
-0.8800,-7.8625,0.8233,0.8233
-0.8925,-7.8500,0.8189,0.8189
-0.9050,-7.8375,0.8149,0.8149
-0.9175,-7.8250,0.8112,0.8112
-0.9300,-7.8250,0.8182,0.8182
-0.9425,-7.8125,0.8149,0.8149
-0.9550,-7.8000,0.8112,0.8112
-0.9675,-7.8000,0.8149,0.8149
-0.9800,-7.7875,0.8149,0.8149
-0.9925,-7.7750,0.8112,0.8112
-1.0050,-7.7625,0.8080,0.8080
-1.0175,-7.7500,0.8051,0.8051
-1.0300,-7.7375,0.8025,0.8025
-1.0425,-7.7375,0.8102,0.8102
-1.0550,-7.7250,0.8080,0.8080
-1.0675,-7.7125,0.8051,0.8051
-1.0800,-7.7000,0.8025,0.8025
-1.0925,-7.7000,0.8048,0.8048
-1.1050,-7.6875,0.8055,0.8055
-1.1175,-7.6750,0.8051,0.8051
-1.1300,-7.6625,0.8025,0.8025
-1.1425,-7.6500,0.8004,0.8004
-1.1550,-7.6500,0.8025,0.8025
-1.1675,-7.6375,0.8048,0.8048
-1.1800,-7.6250,0.8055,0.8055
-1.1925,-7.6125,0.8048,0.8048
-1.2050,-7.6125,0.7986,0.7986
-1.2175,-7.6000,0.8004,0.8004
-1.2300,-7.5875,0.8025,0.8025
-1.2425,-7.5750,0.8044,0.8044
-1.2550,-7.5625,0.8044,0.8044
-1.2675,-7.5500,0.8044,0.8044
-1.2675,-7.5375,0.8048,0.8048
-1.2800,-7.5250,0.8055,0.8055
-1.2925,-7.5125,0.8067,0.8067
-1.3050,-7.5000,0.8083,0.8083
-1.3175,-7.4875,0.8083,0.8083
-1.3175,-7.4750,0.8025,0.8025
-1.3300,-7.4625,0.8051,0.8051
-1.3425,-7.4500,0.8080,0.8080
-1.3550,-7.4375,0.8102,0.8102
-1.3550,-7.4250,0.8025,0.8025
-1.3675,-7.4125,0.8051,0.8051
-1.3800,-7.4000,0.8080,0.8080
-1.3925,-7.3875,0.8112,0.8112
-1.3925,-7.3750,0.8044,0.8044
-1.4050,-7.3625,0.8083,0.8083
-1.4175,-7.3500,0.8125,0.8125
-1.4175,-7.3375,0.8062,0.8062
-1.4300,-7.3250,0.8111,0.8111
-1.4425,-7.3125,0.8149,0.8149
-1.4550,-7.3000,0.8189,0.8189
-1.4550,-7.2875,0.8125,0.8125
-1.4550,-7.2750,0.8062,0.8062
-1.4675,-7.2625,0.8111,0.8111
-1.4675,-7.2500,0.8052,0.8052
-1.4800,-7.2375,0.8106,0.8106
-1.4800,-7.2250,0.8051,0.8051
-1.4925,-7.2125,0.8111,0.8111
-1.4925,-7.2000,0.8052,0.8052
-1.4925,-7.1875,0.7994,0.7994
-1.5050,-7.1750,0.8051,0.8051
-1.5175,-7.1625,0.8106,0.8106
-1.5175,-7.1500,0.8051,0.8051
-1.5175,-7.1375,0.7997,0.7997
-1.5300,-7.1250,0.8059,0.8059
-1.5300,-7.1125,0.8010,0.8010
-1.5300,-7.1000,0.7962,0.7962
-1.5425,-7.0875,0.8032,0.8032
-1.5550,-7.0750,0.8106,0.8106
-1.5550,-7.0625,0.8064,0.8064
-1.5550,-7.0500,0.8024,0.8024
-1.5550,-7.0375,0.7986,0.7986
-1.5675,-7.0250,0.8070,0.8070
-1.5675,-7.0125,0.8036,0.8036
-1.5675,-7.0000,0.8004,0.8004
-1.5800,-6.9875,0.8095,0.8095
-1.5925,-6.9750,0.8189,0.8189
-1.5925,-6.9625,0.8163,0.8163
-1.5925,-6.9500,0.8139,0.8139
-1.5925,-6.9375,0.8117,0.8117
-1.6050,-6.9250,0.8217,0.8217
-1.6050,-6.9125,0.8189,0.8189
-1.6050,-6.9000,0.8157,0.8157
-1.6175,-6.8875,0.8246,0.8246
-1.6175,-6.8750,0.8217,0.8217
-1.6300,-6.8625,0.8310,0.8310
-1.6300,-6.8500,0.8277,0.8277
-1.6300,-6.8375,0.8246,0.8246
-1.6300,-6.8250,0.8217,0.8217
-1.6425,-6.8125,0.8311,0.8311
-1.6425,-6.8000,0.8286,0.8286
-1.6425,-6.7875,0.8262,0.8262
-1.6550,-6.7750,0.8364,0.8364
-1.6550,-6.7625,0.8339,0.8339
-1.6675,-6.7500,0.8375,0.8375
-1.6675,-6.7375,0.8364,0.8364
-1.6675,-6.7250,0.8344,0.8344
-1.6675,-6.7125,0.8326,0.8326
-1.6800,-6.7000,0.8186,0.8186
-1.6800,-6.6875,0.8172,0.8172
-1.6925,-6.6750,0.8035,0.8035
-1.6925,-6.6625,0.8024,0.8024
-1.6925,-6.6500,0.8016,0.8016
-1.7050,-6.6375,0.7884,0.7884
-1.7050,-6.6250,0.7879,0.7879
-1.7050,-6.6125,0.7876,0.7876
-1.7050,-6.6000,0.7875,0.7875
-1.7050,-6.5875,0.7875,0.7875
-1.7050,-6.5750,0.7875,0.7875
-1.7050,-6.5625,0.7875,0.7875
-1.7050,-6.5500,0.7875,0.7875
-1.7050,-6.5375,0.7875,0.7875
-1.7050,-6.5250,0.7871,0.7871
-1.7175,-6.5125,0.7727,0.7727
-1.7175,-6.5000,0.7708,0.7708
-1.7175,-6.4875,0.7690,0.7690
-1.7175,-6.4750,0.7675,0.7675
-1.7175,-6.4625,0.7662,0.7662
-1.7175,-6.4500,0.7651,0.7651
-1.7175,-6.4375,0.7641,0.7641
-1.7175,-6.4250,0.7634,0.7634
-1.7175,-6.4125,0.7629,0.7629
-1.7175,-6.4000,0.7626,0.7626
-1.7175,-6.3875,0.7625,0.7625
-1.7175,-6.3750,0.7625,0.7625
-1.7175,-6.3625,0.7625,0.7625
-1.7175,-6.3500,0.7625,0.7625
-1.7175,-6.3375,0.7625,0.7625
-1.7175,-6.3250,0.7625,0.7625
-1.7300,-6.3125,0.7500,0.7500
-1.7300,-6.3000,0.7480,0.7480
-1.7300,-6.2875,0.7460,0.7460
-1.7300,-6.2750,0.7442,0.7442
-1.7300,-6.2625,0.7427,0.7427
-1.7300,-6.2500,0.7413,0.7413
-1.7300,-6.2375,0.7401,0.7401
-1.7300,-6.2250,0.7392,0.7392
-1.7300,-6.2125,0.7385,0.7385
-1.7300,-6.2000,0.7379,0.7379
-1.7300,-6.1875,0.7376,0.7376
-1.7300,-6.1750,0.7375,0.7375
-1.7425,-6.1625,0.7250,0.7250
-1.7425,-6.1500,0.7250,0.7250
-1.7425,-6.1375,0.7250,0.7250
-1.7425,-6.1250,0.7250,0.7250
-1.7425,-6.1125,0.7250,0.7250
-1.7425,-6.1000,0.7250,0.7250
-1.7425,-6.0875,0.7234,0.7234
-1.7425,-6.0750,0.7213,0.7213
-1.7550,-6.0625,0.7071,0.7071
-1.7550,-6.0500,0.7054,0.7054
-1.7550,-6.0375,0.7040,0.7040
-1.7550,-6.0250,0.7028,0.7028
-1.7550,-6.0125,0.7018,0.7018
-1.7550,-6.0000,0.7010,0.7010
-1.7550,-5.9875,0.7004,0.7004
-1.7550,-5.9750,0.7001,0.7001
-1.7550,-5.9625,0.7000,0.7000
-1.7550,-5.9500,0.7000,0.7000
-1.7550,-5.9375,0.7000,0.7000
-1.7550,-5.9250,0.7000,0.7000
-1.7675,-5.9125,0.6875,0.6875
-1.7675,-5.9000,0.6875,0.6875
-1.7675,-5.8875,0.6875,0.6875
-1.7675,-5.8750,0.6865,0.6865
-1.7675,-5.8625,0.6843,0.6843
-1.7675,-5.8500,0.6824,0.6824
-1.7675,-5.8375,0.6806,0.6806
-1.7675,-5.8250,0.6792,0.6792
-1.7675,-5.8125,0.6779,0.6779
-1.7800,-5.8000,0.6644,0.6644
-1.7800,-5.7875,0.6636,0.6636
-1.7800,-5.7750,0.6630,0.6630
-1.7800,-5.7625,0.6626,0.6626
-1.7800,-5.7500,0.6625,0.6625
-1.7800,-5.7375,0.6625,0.6625
-1.7800,-5.7250,0.6625,0.6625
-1.7800,-5.7125,0.6625,0.6625
-1.7800,-5.7000,0.6625,0.6625
-1.7800,-5.6875,0.6625,0.6625
-1.7800,-5.6750,0.6625,0.6625
-1.7800,-5.6625,0.6619,0.6619
-1.7800,-5.6500,0.6597,0.6597
-1.7800,-5.6375,0.6576,0.6576
-1.7800,-5.6250,0.6559,0.6559
-1.7800,-5.6125,0.6543,0.6543
-1.7800,-5.6000,0.6530,0.6530
-1.7800,-5.5875,0.6519,0.6519
-1.7800,-5.5750,0.6511,0.6511
-1.7800,-5.5625,0.6505,0.6505
-1.7800,-5.5500,0.6501,0.6501
-1.7800,-5.5375,0.6500,0.6500
-1.7800,-5.5250,0.6500,0.6500
-1.7800,-5.5125,0.6500,0.6500
-1.7800,-5.5000,0.6500,0.6500
-1.7800,-5.4875,0.6500,0.6500
-1.7800,-5.4750,0.6500,0.6500
-1.7800,-5.4625,0.6500,0.6500
-1.7800,-5.4500,0.6496,0.6496
-1.7800,-5.4375,0.6474,0.6474
-1.7800,-5.4250,0.6453,0.6453
-1.7800,-5.4125,0.6435,0.6435
-1.7800,-5.4000,0.6419,0.6419
-1.7800,-5.3875,0.6406,0.6406
-1.7800,-5.3750,0.6395,0.6395
-1.7800,-5.3625,0.6386,0.6386
-1.7800,-5.3500,0.6380,0.6380
-1.7800,-5.3375,0.6376,0.6376
-1.7800,-5.3250,0.6375,0.6375
-1.7800,-5.3125,0.6375,0.6375
-1.7800,-5.3000,0.6375,0.6375
-1.7800,-5.2875,0.6375,0.6375
-1.7800,-5.2750,0.6375,0.6375
-1.7800,-5.2625,0.6375,0.6375
-1.7800,-5.2500,0.6375,0.6375
-1.7800,-5.2375,0.6374,0.6374
-1.7800,-5.2250,0.6350,0.6350
-1.7800,-5.2125,0.6329,0.6329
-1.7800,-5.2000,0.6311,0.6311
-1.7800,-5.1875,0.6295,0.6295
-1.7800,-5.1750,0.6281,0.6281
-1.7800,-5.1625,0.6270,0.6270
-1.7800,-5.1500,0.6261,0.6261
-1.7800,-5.1375,0.6255,0.6255
-1.7800,-5.1250,0.6251,0.6251
-1.7800,-5.1125,0.6250,0.6250
-1.7800,-5.1000,0.6250,0.6250
-1.7800,-5.0875,0.6250,0.6250
-1.7800,-5.0750,0.6250,0.6250
-1.7800,-5.0625,0.6250,0.6250
-1.7800,-5.0500,0.6250,0.6250
-1.7675,-5.0375,0.6125,0.6125
-1.7675,-5.0250,0.6125,0.6125
-1.7675,-5.0125,0.6125,0.6125
-1.7675,-5.0000,0.6125,0.6125
-1.7675,-4.9875,0.6125,0.6125
-1.7675,-4.9750,0.6125,0.6125
-1.7675,-4.9625,0.6125,0.6125
-1.7675,-4.9500,0.6125,0.6125
-1.7675,-4.9375,0.6125,0.6125
-1.7675,-4.9250,0.6125,0.6125
-1.7675,-4.9125,0.6125,0.6125
-1.7675,-4.9000,0.6126,0.6126
-1.7675,-4.8875,0.6130,0.6130
-1.7675,-4.8750,0.6136,0.6136
-1.7675,-4.8625,0.6145,0.6145
-1.7675,-4.8500,0.6157,0.6157
-1.7675,-4.8375,0.6171,0.6171
-1.7675,-4.8250,0.6187,0.6187
-1.7675,-4.8125,0.6206,0.6206
-1.7675,-4.8000,0.6227,0.6227
-1.7675,-4.7875,0.6206,0.6206
-1.7675,-4.7750,0.6187,0.6187
-1.7675,-4.7625,0.6171,0.6171
-1.7675,-4.7500,0.6157,0.6157
-1.7675,-4.7375,0.6145,0.6145
-1.7675,-4.7250,0.6136,0.6136
-1.7675,-4.7125,0.6130,0.6130
-1.7675,-4.7000,0.6126,0.6126
-1.7675,-4.6875,0.6125,0.6125
-1.7675,-4.6750,0.6125,0.6125
-1.7675,-4.6625,0.6125,0.6125
-1.7675,-4.6500,0.6125,0.6125
-1.7675,-4.6375,0.6125,0.6125
-1.7675,-4.6250,0.6125,0.6125
-1.7675,-4.6125,0.6125,0.6125
-1.7675,-4.6000,0.6125,0.6125
-1.7675,-4.5875,0.6105,0.6105
-1.7675,-4.5750,0.6083,0.6083
-1.7675,-4.5625,0.6063,0.6063
-1.7675,-4.5500,0.6047,0.6047
-1.7675,-4.5375,0.6032,0.6032
-1.7675,-4.5250,0.6021,0.6021
-1.7675,-4.5125,0.6012,0.6012
-1.7675,-4.5000,0.6005,0.6005
-1.7675,-4.4875,0.6001,0.6001
-1.7550,-4.4750,0.6001,0.6001
-1.7550,-4.4625,0.6005,0.6005
-1.7550,-4.4500,0.6012,0.6012
-1.7550,-4.4375,0.6021,0.6021
-1.7550,-4.4250,0.6032,0.6032
-1.7550,-4.4125,0.6047,0.6047
-1.7550,-4.4000,0.6063,0.6063
-1.7550,-4.3875,0.6083,0.6083
-1.7550,-4.3750,0.6105,0.6105
-1.7550,-4.3625,0.6125,0.6125
-1.7550,-4.3500,0.6125,0.6125
-1.7550,-4.3375,0.6125,0.6125
-1.7550,-4.3250,0.6125,0.6125
-1.7550,-4.3125,0.6125,0.6125
-1.7550,-4.3000,0.6125,0.6125
-1.7550,-4.2875,0.6125,0.6125
-1.7550,-4.2750,0.6125,0.6125
-1.7425,-4.2625,0.6250,0.6250
-1.7425,-4.2500,0.6227,0.6227
-1.7425,-4.2375,0.6206,0.6206
-1.7425,-4.2250,0.6187,0.6187
-1.7425,-4.2125,0.6171,0.6171
-1.7425,-4.2000,0.6157,0.6157
-1.7425,-4.1875,0.6145,0.6145
-1.7425,-4.1750,0.6136,0.6136
-1.7300,-4.1625,0.6255,0.6255
-1.7300,-4.1500,0.6251,0.6251
-1.7300,-4.1375,0.6250,0.6250
-1.7300,-4.1250,0.6250,0.6250
-1.7175,-4.1125,0.6350,0.6350
-1.7175,-4.1000,0.6329,0.6329
-1.7175,-4.0875,0.6306,0.6306
-1.7175,-4.0750,0.6277,0.6277
-1.7050,-4.0625,0.6374,0.6374
-1.7050,-4.0500,0.6350,0.6350
-1.7050,-4.0375,0.6329,0.6329
-1.7050,-4.0250,0.6306,0.6306
-1.6925,-4.0125,0.6399,0.6399
-1.6925,-4.0000,0.6374,0.6374
-1.6925,-3.9875,0.6350,0.6350
-1.6800,-3.9750,0.6453,0.6453
-1.6800,-3.9625,0.6427,0.6427
-1.6675,-3.9500,0.6522,0.6522
-1.6675,-3.9375,0.6496,0.6496
-1.6550,-3.9250,0.6597,0.6597
-1.6550,-3.9125,0.6576,0.6576
-1.6550,-3.9000,0.6549,0.6549
-1.6425,-3.8875,0.6644,0.6644
-1.6300,-3.8750,0.6731,0.6731
-1.6300,-3.8625,0.6700,0.6700
-1.6175,-3.8500,0.6793,0.6793
-1.6050,-3.8375,0.6885,0.6885
-1.6050,-3.8250,0.6852,0.6852
-1.5925,-3.8125,0.6943,0.6943
-1.5800,-3.8000,0.7037,0.7037
-1.5675,-3.7875,0.7134,0.7134
-1.5550,-3.7750,0.7234,0.7234
-1.5425,-3.7625,0.7337,0.7337
-1.5300,-3.7500,0.7430,0.7430
-1.5175,-3.7375,0.7526,0.7526
-1.5050,-3.7375,0.7632,0.7632
-1.4925,-3.7250,0.7675,0.7675
-1.4800,-3.7125,0.7722,0.7722
-1.4675,-3.7125,0.7662,0.7662
-1.4550,-3.7000,0.7715,0.7715
-1.4425,-3.7000,0.7659,0.7659
-1.4300,-3.6875,0.7715,0.7715
-1.4175,-3.6875,0.7659,0.7659
-1.4050,-3.6875,0.7604,0.7604
-1.3925,-3.6750,0.7666,0.7666
-1.3800,-3.6750,0.7616,0.7616
-1.3675,-3.6625,0.7683,0.7683
-1.3550,-3.6625,0.7637,0.7637
-1.3425,-3.6625,0.7593,0.7593
-1.3300,-3.6500,0.7669,0.7669
-1.3175,-3.6500,0.7629,0.7629
-1.3050,-3.6375,0.7711,0.7711
-1.2925,-3.6375,0.7675,0.7675
-1.2800,-3.6375,0.7641,0.7641
-1.2675,-3.6250,0.7731,0.7731
-1.2550,-3.6250,0.7701,0.7701
-1.2425,-3.6250,0.7674,0.7674
-1.2300,-3.6125,0.7771,0.7771
-1.2175,-3.6125,0.7748,0.7748
-1.2050,-3.6000,0.7850,0.7850
-1.1925,-3.6000,0.7831,0.7831
-1.1800,-3.6000,0.7814,0.7814
-1.1675,-3.5875,0.7923,0.7923
-1.1550,-3.5875,0.7911,0.7911
-1.1425,-3.5875,0.7900,0.7900
-1.1300,-3.5875,0.7891,0.7891
-1.1175,-3.5875,0.7884,0.7884
-1.1050,-3.5750,0.8004,0.8004
-1.0925,-3.5750,0.8001,0.8001
-1.0800,-3.5750,0.8000,0.8000
-1.0675,-3.5750,0.8000,0.8000
-1.0550,-3.5750,0.8000,0.8000
-1.0425,-3.5750,0.8000,0.8000
-1.0300,-3.5875,0.7875,0.7875
-1.0175,-3.5875,0.7875,0.7875
-1.0050,-3.6000,0.7750,0.7750
-0.9925,-3.6000,0.7751,0.7751
-0.9800,-3.6000,0.7754,0.7754
-0.9675,-3.6125,0.7634,0.7634
-0.9550,-3.6125,0.7641,0.7641
-0.9425,-3.6125,0.7651,0.7651
-0.9300,-3.6250,0.7537,0.7537
-0.9175,-3.6250,0.7551,0.7551
-0.9050,-3.6250,0.7566,0.7566
-0.8925,-3.6375,0.7460,0.7460
-0.8800,-3.6375,0.7480,0.7480
-0.8675,-3.6375,0.7502,0.7502
-0.8550,-3.6500,0.7404,0.7404
-0.8425,-3.6500,0.7430,0.7430
-0.8300,-3.6625,0.7337,0.7337
-0.8175,-3.6625,0.7368,0.7368
-0.8050,-3.6625,0.7400,0.7400
-0.7925,-3.6750,0.7315,0.7315
-0.7800,-3.6750,0.7353,0.7353
-0.7675,-3.6750,0.7392,0.7392
-0.7550,-3.6875,0.7315,0.7315
-0.7425,-3.6875,0.7359,0.7359
-0.7300,-3.6875,0.7405,0.7405
-0.7175,-3.7000,0.7337,0.7337
-0.7050,-3.7000,0.7387,0.7387
-0.6925,-3.7000,0.7438,0.7438
-0.6800,-3.7125,0.7379,0.7379
-0.6675,-3.7125,0.7435,0.7435
-0.6550,-3.7125,0.7493,0.7493
-0.6425,-3.7250,0.7442,0.7442
-0.6300,-3.7250,0.7504,0.7504
-0.6175,-3.7375,0.7460,0.7460
-0.6050,-3.7375,0.7526,0.7526
-0.5925,-3.7500,0.7489,0.7489
-0.5800,-3.7500,0.7558,0.7558
-0.5675,-3.7625,0.7527,0.7527
-0.5550,-3.7750,0.7500,0.7500
-0.5425,-3.7750,0.7576,0.7576
-0.5300,-3.7875,0.7555,0.7555
-0.5175,-3.8000,0.7538,0.7538
-0.5050,-3.8125,0.7526,0.7526
-0.4925,-3.8250,0.7518,0.7518
-0.4800,-3.8250,0.7518,0.7518
-0.4675,-3.8375,0.7526,0.7526
-0.4550,-3.8500,0.7538,0.7538
-0.4425,-3.8625,0.7555,0.7555
-0.4300,-3.8750,0.7576,0.7576
-0.4175,-3.8875,0.7555,0.7555
-0.4050,-3.9000,0.7538,0.7538
-0.3925,-3.9125,0.7526,0.7526
-0.3925,-3.9250,0.7518,0.7518
-0.3800,-3.9375,0.7526,0.7526
-0.3675,-3.9500,0.7538,0.7538
-0.3550,-3.9625,0.7555,0.7555
-0.3550,-3.9750,0.7477,0.7477
-0.3425,-3.9875,0.7500,0.7500
-0.3300,-4.0000,0.7500,0.7500
-0.3175,-4.0125,0.7375,0.7375
-0.3175,-4.0250,0.7375,0.7375
-0.3050,-4.0375,0.7250,0.7250
-0.3050,-4.0500,0.7250,0.7250
-0.2925,-4.0625,0.7125,0.7125
-0.2925,-4.0750,0.7111,0.7111
-0.2800,-4.0875,0.6966,0.6966
-0.2800,-4.1000,0.6947,0.6947
-0.2675,-4.1125,0.6806,0.6806
-0.2675,-4.1250,0.6792,0.6792
-0.2675,-4.1375,0.6779,0.6779
-0.2675,-4.1500,0.6768,0.6768
-0.2675,-4.1625,0.6760,0.6760
-0.2675,-4.1750,0.6755,0.6755
-0.2675,-4.1875,0.6751,0.6751
-0.2675,-4.2000,0.6750,0.6750
-0.2550,-4.2125,0.6625,0.6625
-0.2550,-4.2250,0.6625,0.6625
-0.2550,-4.2375,0.6625,0.6625
-0.2550,-4.2500,0.6626,0.6626
-0.2550,-4.2625,0.6630,0.6630
-0.2675,-4.2750,0.6760,0.6760
-0.2675,-4.2875,0.6768,0.6768
-0.2675,-4.3000,0.6760,0.6760
-0.2675,-4.3125,0.6731,0.6731
-0.2675,-4.3250,0.6700,0.6700
-0.2675,-4.3375,0.6671,0.6671
-0.2675,-4.3500,0.6644,0.6644
-0.2675,-4.3625,0.6619,0.6619
-0.2550,-4.3750,0.6597,0.6597
-0.2550,-4.3875,0.6576,0.6576
-0.2550,-4.4000,0.6559,0.6559
-0.2550,-4.4125,0.6543,0.6543
-0.2550,-4.4250,0.6530,0.6530
-0.2550,-4.4375,0.6519,0.6519
-0.2675,-4.4500,0.6511,0.6511
-0.2675,-4.4625,0.6505,0.6505
-0.2675,-4.4750,0.6496,0.6496
-0.2675,-4.4875,0.6474,0.6474
-0.2675,-4.5000,0.6453,0.6453
-0.2675,-4.5125,0.6435,0.6435
-0.2675,-4.5250,0.6419,0.6419
-0.2675,-4.5375,0.6406,0.6406
-0.2675,-4.5500,0.6395,0.6395
-0.2675,-4.5625,0.6386,0.6386
-0.2675,-4.5750,0.6380,0.6380
-0.2675,-4.5875,0.6376,0.6376
-0.2675,-4.6000,0.6375,0.6375
-0.2675,-4.6125,0.6375,0.6375
-0.2675,-4.6250,0.6374,0.6374
-0.2675,-4.6375,0.6350,0.6350
-0.2675,-4.6500,0.6329,0.6329
-0.2675,-4.6625,0.6311,0.6311
-0.2675,-4.6750,0.6295,0.6295
-0.2675,-4.6875,0.6281,0.6281
-0.2675,-4.7000,0.6270,0.6270
-0.2675,-4.7125,0.6261,0.6261
-0.2675,-4.7250,0.6255,0.6255
-0.2675,-4.7375,0.6251,0.6251
-0.2675,-4.7500,0.6250,0.6250
-0.2675,-4.7625,0.6250,0.6250
-0.2675,-4.7750,0.6250,0.6250
-0.2675,-4.7875,0.6250,0.6250
-0.2675,-4.8000,0.6250,0.6250
-0.2675,-4.8125,0.6250,0.6250
-0.2675,-4.8250,0.6250,0.6250
-0.2675,-4.8375,0.6250,0.6250
-0.2675,-4.8500,0.6250,0.6250
-0.2675,-4.8625,0.6250,0.6250
-0.2675,-4.8750,0.6250,0.6250
-0.2675,-4.8875,0.6250,0.6250
-0.2675,-4.9000,0.6250,0.6250
-0.2675,-4.9125,0.6250,0.6250
-0.2675,-4.9250,0.6250,0.6250
-0.2675,-4.9375,0.6250,0.6250
-0.2675,-4.9500,0.6250,0.6250
-0.2550,-4.9625,0.6250,0.6250
-0.2550,-4.9750,0.6250,0.6250
-0.2550,-4.9875,0.6250,0.6250
-0.2550,-5.0000,0.6250,0.6250
-0.2550,-5.0125,0.6250,0.6250
-0.2550,-5.0250,0.6250,0.6250
-0.2550,-5.0375,0.6250,0.6250
-0.2550,-5.0500,0.6250,0.6250
-0.2550,-5.0625,0.6250,0.6250
-0.2550,-5.0750,0.6250,0.6250
-0.2550,-5.0875,0.6250,0.6250
-0.2425,-5.1000,0.6125,0.6125
-0.2425,-5.1125,0.6125,0.6125
-0.2425,-5.1250,0.6126,0.6126
-0.2425,-5.1375,0.6130,0.6130
-0.2425,-5.1500,0.6136,0.6136
-0.2425,-5.1625,0.6145,0.6145
-0.2425,-5.1750,0.6157,0.6157
-0.2425,-5.1875,0.6171,0.6171
-0.2425,-5.2000,0.6187,0.6187
-0.2425,-5.2125,0.6206,0.6206
-0.2300,-5.2250,0.6105,0.6105
-0.2300,-5.2375,0.6125,0.6125
-0.2300,-5.2500,0.6125,0.6125
-0.2300,-5.2625,0.6125,0.6125
-0.2300,-5.2750,0.6126,0.6126
-0.2300,-5.2875,0.6130,0.6130
-0.2300,-5.3000,0.6136,0.6136
-0.2175,-5.3125,0.6021,0.6021
-0.2175,-5.3250,0.6032,0.6032
-0.2175,-5.3375,0.6047,0.6047
-0.2175,-5.3500,0.6063,0.6063
-0.2175,-5.3625,0.6083,0.6083
-0.2175,-5.3750,0.6105,0.6105
-0.2050,-5.3875,0.6007,0.6007
-0.2050,-5.4000,0.6032,0.6032
-0.2050,-5.4125,0.6047,0.6047
-0.2050,-5.4250,0.6063,0.6063
-0.1925,-5.4375,0.5959,0.5959
-0.1925,-5.4500,0.5982,0.5982
-0.1925,-5.4625,0.6007,0.6007
-0.1925,-5.4750,0.6034,0.6034
-0.1925,-5.4875,0.6063,0.6063
