# x_m,y_m,w_tr_right_m,w_tr_left_m
-1.6993,2.3393,0.8500,0.8500
-1.7493,2.3393,0.8500,0.8500
-1.7993,2.3393,0.8500,0.8500
-1.8493,2.3393,0.8500,0.8500
-1.8993,2.3393,0.8500,0.8500
-1.9493,2.3393,0.8500,0.8500
-1.9993,2.3893,0.9000,0.9000
-2.0493,2.3893,0.9000,0.9000
-2.0993,2.3893,0.9000,0.9000
-2.1493,2.4393,0.9394,0.9394
-2.1993,2.4393,0.9341,0.9341
-2.2493,2.4893,0.9394,0.9394
-2.2993,2.5393,0.9179,0.9179
-2.3493,2.5893,0.8944,0.8944
-2.3993,2.5893,0.9179,0.9179
-2.4493,2.6393,0.9014,0.9014
-2.4993,2.6893,0.8902,0.8902
-2.5493,2.7393,0.8846,0.8846
-2.5993,2.7893,0.8732,0.8732
-2.6493,2.8393,0.8382,0.8382
-2.6993,2.8893,0.8078,0.8078
-2.7493,2.9393,0.7826,0.7826
-2.7493,2.9893,0.8062,0.8062
-2.7993,3.0393,0.7826,0.7826
-2.7993,3.0893,0.8062,0.8062
-2.8493,3.1393,0.7826,0.7826
-2.8493,3.1893,0.7810,0.7810
-2.8993,3.2393,0.7826,0.7826
-2.9493,3.2893,0.7616,0.7616
-2.9493,3.3393,0.7826,0.7826
-2.9993,3.3893,0.7616,0.7616
-2.9993,3.4393,0.7826,0.7826
-3.0493,3.4893,0.7616,0.7616
-3.0493,3.5393,0.7826,0.7826
-3.0993,3.5893,0.7632,0.7632
-3.0993,3.6393,0.7826,0.7826
-3.1493,3.6893,0.7810,0.7810
-3.1493,3.7393,0.7826,0.7826
-3.1993,3.7893,0.7906,0.7906
-3.1993,3.8393,0.7906,0.7906
-3.2493,3.8893,0.8139,0.8139
-3.2493,3.9393,0.8062,0.8062
-3.2993,3.9893,0.8276,0.8276
-3.3493,4.0393,0.8485,0.8485
-3.3993,4.0893,0.8515,0.8515
-3.3993,4.1393,0.8732,0.8732
-3.4493,4.1893,0.8944,0.8944
-3.4993,4.2393,0.9179,0.9179
-3.5493,4.2893,0.9301,0.9301
-3.5993,4.3393,0.9434,0.9434
-3.6493,4.3893,0.9618,0.9618
-3.6993,4.4393,0.9849,0.9849
-3.7493,4.4893,1.0062,1.0062
-3.7993,4.5393,1.0296,1.0296
-3.8493,4.5393,1.0062,1.0062
-3.8993,4.5893,1.0296,1.0296
-3.9493,4.6393,1.0512,1.0512
-3.9993,4.6393,1.0308,1.0308
-4.0493,4.6893,1.0595,1.0595
-4.0993,4.7393,1.0920,1.0920
-4.1493,4.7393,1.0794,1.0794
-4.1993,4.7893,1.1045,1.1045
-4.2493,4.7893,1.1068,1.1068
-4.2993,4.7893,1.0920,1.0920
-4.3493,4.8393,1.0794,1.0794
-4.3993,4.8393,1.0920,1.0920
-4.4493,4.8393,1.1000,1.1000
-4.4993,4.8393,1.0920,1.0920
-4.5493,4.8393,1.0794,1.0794
-4.5993,4.8393,1.0689,1.0689
-4.6493,4.8393,1.0607,1.0607
-4.6993,4.8393,1.0548,1.0548
-4.7493,4.8393,1.0512,1.0512
-4.7993,4.8393,1.0440,1.0440
-4.8493,4.8393,1.0308,1.0308
-4.8993,4.8893,1.0500,1.0500
-4.9493,4.8893,1.0500,1.0500
-4.9993,4.8893,1.0500,1.0500
-5.0493,4.8893,1.0500,1.0500
-5.0993,4.8893,1.0500,1.0500
-5.1493,4.8893,1.0500,1.0500
-5.1993,4.8893,1.0500,1.0500
-5.2493,4.8893,1.0500,1.0500
-5.2993,4.8893,1.0500,1.0500
-5.3493,4.8393,1.0000,1.0000
-5.3993,4.8393,1.0000,1.0000
-5.4493,4.8393,1.0000,1.0000
-5.4993,4.8393,1.0000,1.0000
-5.5493,4.8393,1.0000,1.0000
-5.5993,4.7893,0.9513,0.9513
-5.6493,4.7893,0.9552,0.9552
-5.6993,4.7893,0.9618,0.9618
-5.7493,4.7893,0.9708,0.9708
-5.7993,4.7893,0.9823,0.9823
-5.8493,4.7893,0.9962,0.9962
-5.8993,4.7393,0.9500,0.9500
-5.9493,4.7393,0.9500,0.9500
-5.9993,4.7393,0.9500,0.9500
-6.0493,4.7393,0.9500,0.9500
-6.0993,4.7393,0.9500,0.9500
-6.1493,4.7393,0.9513,0.9513
-6.1993,4.6893,0.9055,0.9055
-6.2493,4.6893,0.9124,0.9124
-6.2993,4.6893,0.9220,0.9220
-6.3493,4.6393,0.8860,0.8860
-6.3993,4.6393,0.9014,0.9014
-6.4493,4.6393,0.9055,0.9055
-6.4993,4.6393,0.9124,0.9124
-6.5493,4.6393,0.9220,0.9220
